path,expected_class,predicted_class,confidence,is_uncertain
data\external_test_realwaste\glass\Glass_324.jpg,glass,cardboard,0.529915,True
data\external_test_realwaste\glass\Glass_325.jpg,glass,trash,0.640564,False
data\external_test_realwaste\glass\Glass_326.jpg,glass,plastic,0.541828,True
data\external_test_realwaste\glass\Glass_327.jpg,glass,trash,0.881216,False
data\external_test_realwaste\glass\Glass_328.jpg,glass,plastic,0.961314,False
data\external_test_realwaste\glass\Glass_329.jpg,glass,paper,0.48971,True
data\external_test_realwaste\glass\Glass_330.jpg,glass,plastic,0.922426,False
data\external_test_realwaste\glass\Glass_331.jpg,glass,paper,0.785085,False
data\external_test_realwaste\glass\Glass_332.jpg,glass,trash,0.866511,False
data\external_test_realwaste\glass\Glass_333.jpg,glass,plastic,0.866765,False
data\external_test_realwaste\glass\Glass_335.jpg,glass,cardboard,0.956038,False
data\external_test_realwaste\glass\Glass_336.jpg,glass,plastic,0.982717,False
data\external_test_realwaste\glass\Glass_337.jpg,glass,trash,0.682561,False
data\external_test_realwaste\glass\Glass_338.jpg,glass,trash,0.535264,True
data\external_test_realwaste\glass\Glass_339.jpg,glass,plastic,0.50682,True
data\external_test_realwaste\glass\Glass_34.jpg,glass,cardboard,0.881538,False
data\external_test_realwaste\glass\Glass_340.jpg,glass,metal,0.925765,False
data\external_test_realwaste\glass\Glass_341.jpg,glass,metal,0.421461,True
data\external_test_realwaste\glass\Glass_342.jpg,glass,trash,0.580256,True
data\external_test_realwaste\glass\Glass_343.jpg,glass,plastic,0.829066,False
data\external_test_realwaste\glass\Glass_345.jpg,glass,plastic,0.56554,True
data\external_test_realwaste\glass\Glass_346.jpg,glass,trash,0.750649,False
data\external_test_realwaste\glass\Glass_347.jpg,glass,plastic,0.931348,False
data\external_test_realwaste\glass\Glass_348.jpg,glass,plastic,0.99799,False
data\external_test_realwaste\glass\Glass_35.jpg,glass,trash,0.510834,True
data\external_test_realwaste\glass\Glass_353.jpg,glass,trash,0.742156,False
data\external_test_realwaste\glass\Glass_356.jpg,glass,cardboard,0.42522,True
data\external_test_realwaste\glass\Glass_357.jpg,glass,trash,0.991991,False
data\external_test_realwaste\glass\Glass_358.jpg,glass,paper,0.916545,False
data\external_test_realwaste\glass\Glass_359.jpg,glass,trash,0.977596,False
data\external_test_realwaste\glass\Glass_36.jpg,glass,cardboard,0.877416,False
data\external_test_realwaste\glass\Glass_360.jpg,glass,plastic,0.969855,False
data\external_test_realwaste\glass\Glass_361.jpg,glass,metal,0.692793,False
data\external_test_realwaste\glass\Glass_362.jpg,glass,trash,0.884086,False
data\external_test_realwaste\glass\Glass_363.jpg,glass,trash,0.365215,True
data\external_test_realwaste\glass\Glass_364.jpg,glass,plastic,0.903057,False
data\external_test_realwaste\glass\Glass_366.jpg,glass,cardboard,0.811489,False
data\external_test_realwaste\glass\Glass_368.jpg,glass,plastic,0.511535,True
data\external_test_realwaste\glass\Glass_369.jpg,glass,trash,0.903042,False
data\external_test_realwaste\glass\Glass_37.jpg,glass,cardboard,0.919385,False
data\external_test_realwaste\glass\Glass_370.jpg,glass,trash,0.621304,False
data\external_test_realwaste\glass\Glass_371.jpg,glass,trash,0.96689,False
data\external_test_realwaste\glass\Glass_372.jpg,glass,trash,0.693489,False
data\external_test_realwaste\glass\Glass_374.jpg,glass,cardboard,0.992622,False
data\external_test_realwaste\glass\Glass_375.jpg,glass,trash,0.573193,True
data\external_test_realwaste\glass\Glass_376.jpg,glass,plastic,0.728374,False
data\external_test_realwaste\glass\Glass_377.jpg,glass,cardboard,0.824839,False
data\external_test_realwaste\glass\Glass_379.jpg,glass,trash,0.662134,False
data\external_test_realwaste\glass\Glass_38.jpg,glass,cardboard,0.968152,False
data\external_test_realwaste\glass\Glass_381.jpg,glass,trash,0.678953,False
data\external_test_realwaste\glass\Glass_382.jpg,glass,cardboard,0.994428,False
data\external_test_realwaste\glass\Glass_383.jpg,glass,trash,0.515883,True
data\external_test_realwaste\glass\Glass_384.jpg,glass,trash,0.563265,True
data\external_test_realwaste\glass\Glass_385.jpg,glass,trash,0.748628,False
data\external_test_realwaste\glass\Glass_386.jpg,glass,trash,0.616212,False
data\external_test_realwaste\glass\Glass_387.jpg,glass,trash,0.933544,False
data\external_test_realwaste\glass\Glass_388.jpg,glass,cardboard,0.907512,False
data\external_test_realwaste\glass\Glass_389.jpg,glass,cardboard,0.63305,False
data\external_test_realwaste\glass\Glass_39.jpg,glass,cardboard,0.985771,False
data\external_test_realwaste\glass\Glass_391.jpg,glass,cardboard,0.626775,False
data\external_test_realwaste\glass\Glass_392.jpg,glass,cardboard,0.756608,False
data\external_test_realwaste\glass\Glass_393.jpg,glass,cardboard,0.983096,False
data\external_test_realwaste\glass\Glass_394.jpg,glass,cardboard,0.839268,False
data\external_test_realwaste\glass\Glass_395.jpg,glass,plastic,0.430044,True
data\external_test_realwaste\glass\Glass_396.jpg,glass,cardboard,0.527137,True
data\external_test_realwaste\glass\Glass_397.jpg,glass,cardboard,0.964433,False
data\external_test_realwaste\glass\Glass_398.jpg,glass,cardboard,0.898673,False
data\external_test_realwaste\glass\Glass_399.jpg,glass,cardboard,0.605332,False
data\external_test_realwaste\glass\Glass_40.jpg,glass,cardboard,0.670843,False
data\external_test_realwaste\glass\Glass_400.jpg,glass,cardboard,0.996224,False
data\external_test_realwaste\glass\Glass_401.jpg,glass,trash,0.828286,False
data\external_test_realwaste\glass\Glass_402.jpg,glass,cardboard,0.886158,False
data\external_test_realwaste\glass\Glass_403.jpg,glass,trash,0.552292,True
data\external_test_realwaste\glass\Glass_404.jpg,glass,plastic,0.682888,False
data\external_test_realwaste\glass\Glass_405.jpg,glass,cardboard,0.541528,True
data\external_test_realwaste\glass\Glass_406.jpg,glass,cardboard,0.948662,False
data\external_test_realwaste\glass\Glass_407.jpg,glass,trash,0.60882,False
data\external_test_realwaste\glass\Glass_408.jpg,glass,plastic,0.833897,False
data\external_test_realwaste\glass\Glass_41.jpg,glass,trash,0.661958,False
data\external_test_realwaste\glass\Glass_410.jpg,glass,plastic,0.628716,False
data\external_test_realwaste\glass\Glass_411.jpg,glass,plastic,0.823817,False
data\external_test_realwaste\glass\Glass_412.jpg,glass,cardboard,0.860882,False
data\external_test_realwaste\glass\Glass_413.jpg,glass,cardboard,0.994968,False
data\external_test_realwaste\glass\Glass_414.jpg,glass,trash,0.973078,False
data\external_test_realwaste\glass\Glass_415.jpg,glass,cardboard,0.814904,False
data\external_test_realwaste\glass\Glass_416.jpg,glass,plastic,0.859688,False
data\external_test_realwaste\glass\Glass_417.jpg,glass,cardboard,0.937811,False
data\external_test_realwaste\glass\Glass_418.jpg,glass,metal,0.799151,False
data\external_test_realwaste\glass\Glass_419.jpg,glass,metal,0.530315,True
data\external_test_realwaste\glass\Glass_42.jpg,glass,cardboard,0.941549,False
data\external_test_realwaste\glass\Glass_43.jpg,glass,cardboard,0.541509,True
data\external_test_realwaste\glass\Glass_44.jpg,glass,trash,0.597461,True
data\external_test_realwaste\glass\Glass_45.jpg,glass,cardboard,0.908636,False
data\external_test_realwaste\glass\Glass_46.jpg,glass,cardboard,0.973429,False
data\external_test_realwaste\glass\Glass_47.jpg,glass,paper,0.710807,False
data\external_test_realwaste\glass\Glass_48.jpg,glass,cardboard,0.999922,False
data\external_test_realwaste\glass\Glass_49.jpg,glass,cardboard,0.880708,False
data\external_test_realwaste\glass\Glass_5.jpg,glass,plastic,0.552424,True
data\external_test_realwaste\glass\Glass_50.jpg,glass,cardboard,0.893919,False
data\external_test_realwaste\glass\Glass_51.jpg,glass,paper,0.786612,False
data\external_test_realwaste\glass\Glass_52.jpg,glass,paper,0.973691,False
data\external_test_realwaste\glass\Glass_53.jpg,glass,cardboard,0.501073,True
data\external_test_realwaste\glass\Glass_54.jpg,glass,trash,0.621855,False
data\external_test_realwaste\glass\Glass_55.jpg,glass,cardboard,0.430897,True
data\external_test_realwaste\glass\Glass_56.jpg,glass,paper,0.928959,False
data\external_test_realwaste\glass\Glass_57.jpg,glass,plastic,0.455023,True
data\external_test_realwaste\glass\Glass_58.jpg,glass,paper,0.877317,False
data\external_test_realwaste\glass\Glass_59.jpg,glass,paper,0.830853,False
data\external_test_realwaste\glass\Glass_6.jpg,glass,trash,0.33023,True
data\external_test_realwaste\glass\Glass_60.jpg,glass,paper,0.861081,False
data\external_test_realwaste\glass\Glass_61.jpg,glass,cardboard,0.959177,False
data\external_test_realwaste\glass\Glass_62.jpg,glass,cardboard,0.953193,False
data\external_test_realwaste\glass\Glass_63.jpg,glass,cardboard,0.918418,False
data\external_test_realwaste\glass\Glass_64.jpg,glass,paper,0.877272,False
data\external_test_realwaste\glass\Glass_66.jpg,glass,metal,0.89707,False
data\external_test_realwaste\glass\Glass_67.jpg,glass,plastic,0.998983,False
data\external_test_realwaste\glass\Glass_68.jpg,glass,cardboard,0.770979,False
data\external_test_realwaste\glass\Glass_69.jpg,glass,trash,0.480795,True
data\external_test_realwaste\glass\Glass_7.jpg,glass,trash,0.33754,True
data\external_test_realwaste\glass\Glass_70.jpg,glass,plastic,0.914378,False
data\external_test_realwaste\glass\Glass_71.jpg,glass,cardboard,0.423677,True
data\external_test_realwaste\glass\Glass_72.jpg,glass,cardboard,0.484004,True
data\external_test_realwaste\glass\Glass_73.jpg,glass,cardboard,0.704818,False
data\external_test_realwaste\glass\Glass_74.jpg,glass,trash,0.850489,False
data\external_test_realwaste\glass\Glass_75.jpg,glass,plastic,0.994651,False
data\external_test_realwaste\glass\Glass_76.jpg,glass,plastic,0.998875,False
data\external_test_realwaste\glass\Glass_77.jpg,glass,trash,0.891125,False
data\external_test_realwaste\glass\Glass_78.jpg,glass,metal,0.511885,True
data\external_test_realwaste\glass\Glass_8.jpg,glass,cardboard,0.896205,False
data\external_test_realwaste\glass\Glass_80.jpg,glass,metal,0.896527,False
data\external_test_realwaste\glass\Glass_81.jpg,glass,paper,0.785537,False
data\external_test_realwaste\glass\Glass_82.jpg,glass,plastic,0.986278,False
data\external_test_realwaste\glass\Glass_83.jpg,glass,plastic,0.693002,False
data\external_test_realwaste\glass\Glass_84.jpg,glass,metal,0.331679,True
data\external_test_realwaste\glass\Glass_85.jpg,glass,cardboard,0.949101,False
data\external_test_realwaste\glass\Glass_86.jpg,glass,trash,0.593742,True
data\external_test_realwaste\glass\Glass_87.jpg,glass,cardboard,0.769888,False
data\external_test_realwaste\glass\Glass_88.jpg,glass,cardboard,0.466383,True
data\external_test_realwaste\glass\Glass_89.jpg,glass,plastic,0.548248,True
data\external_test_realwaste\glass\Glass_9.jpg,glass,cardboard,0.620094,False
data\external_test_realwaste\glass\Glass_90.jpg,glass,metal,0.570948,True
data\external_test_realwaste\glass\Glass_91.jpg,glass,trash,0.659861,False
data\external_test_realwaste\glass\Glass_92.jpg,glass,trash,0.856973,False
data\external_test_realwaste\glass\Glass_93.jpg,glass,cardboard,0.594798,True
data\external_test_realwaste\glass\Glass_94.jpg,glass,trash,0.56164,True
data\external_test_realwaste\glass\Glass_95.jpg,glass,cardboard,0.67699,False
data\external_test_realwaste\glass\Glass_96.jpg,glass,paper,0.577897,True
data\external_test_realwaste\glass\Glass_97.jpg,glass,cardboard,0.528965,True
data\external_test_realwaste\glass\Glass_98.jpg,glass,metal,0.319129,True
data\external_test_realwaste\glass\Glass_99.jpg,glass,plastic,0.829845,False
data\external_test_realwaste\metal\Metal_10.jpg,metal,trash,0.638469,False
data\external_test_realwaste\metal\Metal_100.jpg,metal,plastic,0.453408,True
data\external_test_realwaste\metal\Metal_102.jpg,metal,paper,0.680889,False
data\external_test_realwaste\metal\Metal_103.jpg,metal,cardboard,0.40557,True
data\external_test_realwaste\metal\Metal_104.jpg,metal,trash,0.986068,False
data\external_test_realwaste\metal\Metal_105.jpg,metal,glass,0.545951,True
data\external_test_realwaste\metal\Metal_106.jpg,metal,plastic,0.367922,True
data\external_test_realwaste\metal\Metal_11.jpg,metal,cardboard,0.564345,True
data\external_test_realwaste\metal\Metal_110.jpg,metal,plastic,0.684243,False
data\external_test_realwaste\metal\Metal_111.jpg,metal,plastic,0.904358,False
data\external_test_realwaste\metal\Metal_113.jpg,metal,paper,0.527809,True
data\external_test_realwaste\metal\Metal_115.jpg,metal,paper,0.642384,False
data\external_test_realwaste\metal\Metal_116.jpg,metal,trash,0.707955,False
data\external_test_realwaste\metal\Metal_118.jpg,metal,trash,0.739305,False
data\external_test_realwaste\metal\Metal_119.jpg,metal,trash,0.61758,False
data\external_test_realwaste\metal\Metal_12.jpg,metal,plastic,0.616624,False
data\external_test_realwaste\metal\Metal_121.jpg,metal,trash,0.674954,False
data\external_test_realwaste\metal\Metal_122.jpg,metal,trash,0.924349,False
data\external_test_realwaste\metal\Metal_123.jpg,metal,glass,0.503946,True
data\external_test_realwaste\metal\Metal_126.jpg,metal,trash,0.916707,False
data\external_test_realwaste\metal\Metal_127.jpg,metal,trash,0.53373,True
data\external_test_realwaste\metal\Metal_128.jpg,metal,trash,0.585284,True
data\external_test_realwaste\metal\Metal_129.jpg,metal,plastic,0.74636,False
data\external_test_realwaste\metal\Metal_130.jpg,metal,trash,0.941643,False
data\external_test_realwaste\metal\Metal_131.jpg,metal,glass,0.54032,True
data\external_test_realwaste\metal\Metal_132.jpg,metal,plastic,0.610367,False
data\external_test_realwaste\metal\Metal_134.jpg,metal,cardboard,0.734359,False
data\external_test_realwaste\metal\Metal_14.jpg,metal,cardboard,0.917323,False
data\external_test_realwaste\metal\Metal_140.jpg,metal,paper,0.813283,False
data\external_test_realwaste\metal\Metal_141.jpg,metal,trash,0.6788,False
data\external_test_realwaste\metal\Metal_142.jpg,metal,trash,0.905098,False
data\external_test_realwaste\metal\Metal_143.jpg,metal,paper,0.720516,False
data\external_test_realwaste\metal\Metal_144.jpg,metal,paper,0.947407,False
data\external_test_realwaste\metal\Metal_145.jpg,metal,paper,0.826747,False
data\external_test_realwaste\metal\Metal_146.jpg,metal,cardboard,0.556414,True
data\external_test_realwaste\metal\Metal_147.jpg,metal,paper,0.922802,False
data\external_test_realwaste\metal\Metal_148.jpg,metal,cardboard,0.967296,False
data\external_test_realwaste\metal\Metal_151.jpg,metal,paper,0.51089,True
data\external_test_realwaste\metal\Metal_154.jpg,metal,trash,0.909096,False
data\external_test_realwaste\metal\Metal_156.jpg,metal,plastic,0.518066,True
data\external_test_realwaste\metal\Metal_163.jpg,metal,cardboard,0.68603,False
data\external_test_realwaste\metal\Metal_164.jpg,metal,trash,0.865065,False
data\external_test_realwaste\metal\Metal_165.jpg,metal,plastic,0.392075,True
data\external_test_realwaste\metal\Metal_168.jpg,metal,trash,0.87673,False
data\external_test_realwaste\metal\Metal_169.jpg,metal,cardboard,0.63179,False
data\external_test_realwaste\metal\Metal_17.jpg,metal,cardboard,0.888995,False
data\external_test_realwaste\metal\Metal_170.jpg,metal,glass,0.749223,False
data\external_test_realwaste\metal\Metal_171.jpg,metal,trash,0.465318,True
data\external_test_realwaste\metal\Metal_178.jpg,metal,paper,0.375528,True
data\external_test_realwaste\metal\Metal_179.jpg,metal,trash,0.672886,False
data\external_test_realwaste\metal\Metal_180.jpg,metal,trash,0.867469,False
data\external_test_realwaste\metal\Metal_181.jpg,metal,plastic,0.643072,False
data\external_test_realwaste\metal\Metal_182.jpg,metal,trash,0.941813,False
data\external_test_realwaste\metal\Metal_183.jpg,metal,trash,0.958368,False
data\external_test_realwaste\metal\Metal_184.jpg,metal,cardboard,0.427694,True
data\external_test_realwaste\metal\Metal_185.jpg,metal,paper,0.756602,False
data\external_test_realwaste\metal\Metal_186.jpg,metal,paper,0.696575,False
data\external_test_realwaste\metal\Metal_187.jpg,metal,trash,0.823036,False
data\external_test_realwaste\metal\Metal_189.jpg,metal,trash,0.83876,False
data\external_test_realwaste\metal\Metal_190.jpg,metal,trash,0.469414,True
data\external_test_realwaste\metal\Metal_192.jpg,metal,trash,0.997311,False
data\external_test_realwaste\metal\Metal_196.jpg,metal,trash,0.928267,False
data\external_test_realwaste\metal\Metal_200.jpg,metal,paper,0.708746,False
data\external_test_realwaste\metal\Metal_201.jpg,metal,trash,0.452147,True
data\external_test_realwaste\metal\Metal_202.jpg,metal,trash,0.478116,True
data\external_test_realwaste\metal\Metal_203.jpg,metal,paper,0.48341,True
data\external_test_realwaste\metal\Metal_204.jpg,metal,cardboard,0.943389,False
data\external_test_realwaste\metal\Metal_205.jpg,metal,cardboard,0.51297,True
data\external_test_realwaste\metal\Metal_206.jpg,metal,cardboard,0.913625,False
data\external_test_realwaste\metal\Metal_207.jpg,metal,paper,0.500247,True
data\external_test_realwaste\metal\Metal_208.jpg,metal,cardboard,0.851836,False
data\external_test_realwaste\metal\Metal_21.jpg,metal,trash,0.757386,False
data\external_test_realwaste\metal\Metal_210.jpg,metal,cardboard,0.903196,False
data\external_test_realwaste\metal\Metal_211.jpg,metal,cardboard,0.721318,False
data\external_test_realwaste\metal\Metal_213.jpg,metal,cardboard,0.956591,False
data\external_test_realwaste\metal\Metal_214.jpg,metal,trash,0.531301,True
data\external_test_realwaste\metal\Metal_215.jpg,metal,paper,0.415877,True
data\external_test_realwaste\metal\Metal_216.jpg,metal,cardboard,0.948422,False
data\external_test_realwaste\metal\Metal_217.jpg,metal,cardboard,0.947675,False
data\external_test_realwaste\metal\Metal_218.jpg,metal,cardboard,0.828601,False
data\external_test_realwaste\metal\Metal_219.jpg,metal,cardboard,0.97488,False
data\external_test_realwaste\metal\Metal_220.jpg,metal,plastic,0.495381,True
data\external_test_realwaste\metal\Metal_221.jpg,metal,cardboard,0.654813,False
data\external_test_realwaste\metal\Metal_222.jpg,metal,paper,0.409922,True
data\external_test_realwaste\metal\Metal_227.jpg,metal,cardboard,0.510843,True
data\external_test_realwaste\metal\Metal_228.jpg,metal,plastic,0.359108,True
data\external_test_realwaste\metal\Metal_229.jpg,metal,trash,0.462975,True
data\external_test_realwaste\metal\Metal_230.jpg,metal,plastic,0.497748,True
data\external_test_realwaste\metal\Metal_231.jpg,metal,trash,0.547356,True
data\external_test_realwaste\metal\Metal_232.jpg,metal,cardboard,0.73205,False
data\external_test_realwaste\metal\Metal_238.jpg,metal,trash,0.602515,False
data\external_test_realwaste\metal\Metal_239.jpg,metal,cardboard,0.778181,False
data\external_test_realwaste\metal\Metal_24.jpg,metal,trash,0.45265,True
data\external_test_realwaste\metal\Metal_240.jpg,metal,cardboard,0.862705,False
data\external_test_realwaste\metal\Metal_241.jpg,metal,glass,0.990593,False
data\external_test_realwaste\metal\Metal_242.jpg,metal,cardboard,0.866832,False
data\external_test_realwaste\metal\Metal_243.jpg,metal,glass,0.73863,False
data\external_test_realwaste\metal\Metal_244.jpg,metal,glass,0.973581,False
data\external_test_realwaste\metal\Metal_245.jpg,metal,cardboard,0.472379,True
data\external_test_realwaste\metal\Metal_247.jpg,metal,cardboard,0.424229,True
data\external_test_realwaste\metal\Metal_248.jpg,metal,cardboard,0.598779,True
data\external_test_realwaste\metal\Metal_249.jpg,metal,paper,0.820949,False
data\external_test_realwaste\metal\Metal_250.jpg,metal,paper,0.836065,False
data\external_test_realwaste\metal\Metal_251.jpg,metal,paper,0.848927,False
data\external_test_realwaste\metal\Metal_252.jpg,metal,cardboard,0.882996,False
data\external_test_realwaste\metal\Metal_253.jpg,metal,cardboard,0.923706,False
data\external_test_realwaste\metal\Metal_254.jpg,metal,plastic,0.487476,True
data\external_test_realwaste\metal\Metal_255.jpg,metal,cardboard,0.9682,False
data\external_test_realwaste\metal\Metal_256.jpg,metal,cardboard,0.871383,False
data\external_test_realwaste\metal\Metal_258.jpg,metal,cardboard,0.758356,False
data\external_test_realwaste\metal\Metal_259.jpg,metal,cardboard,0.477884,True
data\external_test_realwaste\metal\Metal_26.jpg,metal,cardboard,0.530418,True
data\external_test_realwaste\metal\Metal_260.jpg,metal,cardboard,0.378998,True
data\external_test_realwaste\metal\Metal_261.jpg,metal,trash,0.417736,True
data\external_test_realwaste\metal\Metal_262.jpg,metal,cardboard,0.903233,False
data\external_test_realwaste\metal\Metal_263.jpg,metal,cardboard,0.759488,False
data\external_test_realwaste\metal\Metal_264.jpg,metal,trash,0.614121,False
data\external_test_realwaste\metal\Metal_265.jpg,metal,trash,0.940683,False
data\external_test_realwaste\metal\Metal_266.jpg,metal,trash,0.826033,False
data\external_test_realwaste\metal\Metal_267.jpg,metal,cardboard,0.606769,False
data\external_test_realwaste\metal\Metal_268.jpg,metal,trash,0.918194,False
data\external_test_realwaste\metal\Metal_269.jpg,metal,trash,0.986931,False
data\external_test_realwaste\metal\Metal_27.jpg,metal,cardboard,0.87838,False
data\external_test_realwaste\metal\Metal_270.jpg,metal,trash,0.932635,False
data\external_test_realwaste\metal\Metal_271.jpg,metal,cardboard,0.677611,False
data\external_test_realwaste\metal\Metal_278.jpg,metal,cardboard,0.94249,False
data\external_test_realwaste\metal\Metal_279.jpg,metal,glass,0.535462,True
data\external_test_realwaste\metal\Metal_280.jpg,metal,cardboard,0.823087,False
data\external_test_realwaste\metal\Metal_281.jpg,metal,cardboard,0.876558,False
data\external_test_realwaste\metal\Metal_282.jpg,metal,cardboard,0.65759,False
data\external_test_realwaste\metal\Metal_284.jpg,metal,cardboard,0.737767,False
data\external_test_realwaste\metal\Metal_285.jpg,metal,cardboard,0.83018,False
data\external_test_realwaste\metal\Metal_286.jpg,metal,cardboard,0.908352,False
data\external_test_realwaste\metal\Metal_287.jpg,metal,cardboard,0.882158,False
data\external_test_realwaste\metal\Metal_288.jpg,metal,trash,0.513813,True
data\external_test_realwaste\metal\Metal_289.jpg,metal,plastic,0.472866,True
data\external_test_realwaste\metal\Metal_29.jpg,metal,cardboard,0.974607,False
data\external_test_realwaste\metal\Metal_291.jpg,metal,cardboard,0.617653,False
data\external_test_realwaste\metal\Metal_292.jpg,metal,trash,0.478996,True
data\external_test_realwaste\metal\Metal_293.jpg,metal,trash,0.396089,True
data\external_test_realwaste\metal\Metal_296.jpg,metal,trash,0.777122,False
data\external_test_realwaste\metal\Metal_297.jpg,metal,trash,0.541357,True
data\external_test_realwaste\metal\Metal_298.jpg,metal,trash,0.94514,False
data\external_test_realwaste\metal\Metal_30.jpg,metal,plastic,0.898002,False
data\external_test_realwaste\metal\Metal_300.jpg,metal,trash,0.979981,False
data\external_test_realwaste\metal\Metal_301.jpg,metal,trash,0.508794,True
data\external_test_realwaste\metal\Metal_302.jpg,metal,cardboard,0.832393,False
data\external_test_realwaste\metal\Metal_303.jpg,metal,paper,0.34369,True
data\external_test_realwaste\metal\Metal_304.jpg,metal,paper,0.66748,False
data\external_test_realwaste\metal\Metal_305.jpg,metal,trash,0.502804,True
data\external_test_realwaste\metal\Metal_307.jpg,metal,trash,0.858886,False
data\external_test_realwaste\metal\Metal_308.jpg,metal,plastic,0.678312,False
data\external_test_realwaste\metal\Metal_31.jpg,metal,cardboard,0.959733,False
data\external_test_realwaste\metal\Metal_310.jpg,metal,trash,0.610188,False
data\external_test_realwaste\metal\Metal_311.jpg,metal,plastic,0.519595,True
data\external_test_realwaste\metal\Metal_313.jpg,metal,trash,0.981563,False
data\external_test_realwaste\metal\Metal_314.jpg,metal,cardboard,0.951156,False
data\external_test_realwaste\metal\Metal_315.jpg,metal,cardboard,0.915431,False
data\external_test_realwaste\metal\Metal_316.jpg,metal,trash,0.517604,True
data\external_test_realwaste\metal\Metal_317.jpg,metal,cardboard,0.845273,False
data\external_test_realwaste\metal\Metal_318.jpg,metal,trash,0.915095,False
data\external_test_realwaste\metal\Metal_319.jpg,metal,trash,0.871493,False
data\external_test_realwaste\metal\Metal_32.jpg,metal,trash,0.451627,True
data\external_test_realwaste\metal\Metal_320.jpg,metal,cardboard,0.536929,True
data\external_test_realwaste\metal\Metal_321.jpg,metal,cardboard,0.789445,False
data\external_test_realwaste\metal\Metal_322.jpg,metal,trash,0.987776,False
data\external_test_realwaste\metal\Metal_323.jpg,metal,trash,0.728919,False
data\external_test_realwaste\metal\Metal_324.jpg,metal,cardboard,0.633143,False
data\external_test_realwaste\metal\Metal_325.jpg,metal,cardboard,0.949879,False
data\external_test_realwaste\metal\Metal_326.jpg,metal,cardboard,0.947062,False
data\external_test_realwaste\metal\Metal_327.jpg,metal,cardboard,0.769984,False
data\external_test_realwaste\metal\Metal_328.jpg,metal,cardboard,0.981831,False
data\external_test_realwaste\metal\Metal_33.jpg,metal,cardboard,0.52583,True
data\external_test_realwaste\metal\Metal_331.jpg,metal,cardboard,0.468606,True
data\external_test_realwaste\metal\Metal_332.jpg,metal,trash,0.72685,False
data\external_test_realwaste\metal\Metal_333.jpg,metal,trash,0.90171,False
data\external_test_realwaste\metal\Metal_334.jpg,metal,plastic,0.934557,False
data\external_test_realwaste\metal\Metal_335.jpg,metal,trash,0.751746,False
data\external_test_realwaste\metal\Metal_336.jpg,metal,trash,0.775012,False
data\external_test_realwaste\metal\Metal_337.jpg,metal,trash,0.402885,True
data\external_test_realwaste\metal\Metal_338.jpg,metal,trash,0.570732,True
data\external_test_realwaste\metal\Metal_339.jpg,metal,trash,0.979733,False
data\external_test_realwaste\metal\Metal_34.jpg,metal,cardboard,0.946961,False
data\external_test_realwaste\metal\Metal_340.jpg,metal,glass,0.819202,False
data\external_test_realwaste\metal\Metal_341.jpg,metal,glass,0.795657,False
data\external_test_realwaste\metal\Metal_342.jpg,metal,trash,0.355377,True
data\external_test_realwaste\metal\Metal_343.jpg,metal,cardboard,0.998094,False
data\external_test_realwaste\metal\Metal_344.jpg,metal,cardboard,0.5092,True
data\external_test_realwaste\metal\Metal_345.jpg,metal,cardboard,0.765064,False
data\external_test_realwaste\metal\Metal_347.jpg,metal,trash,0.39914,True
data\external_test_realwaste\metal\Metal_348.jpg,metal,trash,0.602966,False
data\external_test_realwaste\metal\Metal_349.jpg,metal,trash,0.598218,True
data\external_test_realwaste\metal\Metal_35.jpg,metal,trash,0.953486,False
data\external_test_realwaste\metal\Metal_350.jpg,metal,trash,0.882233,False
data\external_test_realwaste\metal\Metal_351.jpg,metal,trash,0.627757,False
data\external_test_realwaste\metal\Metal_359.jpg,metal,trash,0.549344,True
data\external_test_realwaste\metal\Metal_36.jpg,metal,cardboard,0.596136,True
data\external_test_realwaste\metal\Metal_360.jpg,metal,trash,0.918675,False
data\external_test_realwaste\metal\Metal_361.jpg,metal,trash,0.487094,True
data\external_test_realwaste\metal\Metal_362.jpg,metal,trash,0.866284,False
data\external_test_realwaste\metal\Metal_364.jpg,metal,trash,0.996922,False
data\external_test_realwaste\metal\Metal_365.jpg,metal,trash,0.941507,False
data\external_test_realwaste\metal\Metal_367.jpg,metal,trash,0.88821,False
data\external_test_realwaste\metal\Metal_37.jpg,metal,trash,0.488588,True
data\external_test_realwaste\metal\Metal_370.jpg,metal,trash,0.952683,False
data\external_test_realwaste\metal\Metal_371.jpg,metal,trash,0.71618,False
data\external_test_realwaste\metal\Metal_372.jpg,metal,trash,0.905607,False
data\external_test_realwaste\metal\Metal_373.jpg,metal,trash,0.972794,False
data\external_test_realwaste\metal\Metal_375.jpg,metal,trash,0.983289,False
data\external_test_realwaste\metal\Metal_376.jpg,metal,trash,0.996217,False
data\external_test_realwaste\metal\Metal_377.jpg,metal,trash,0.529544,True
data\external_test_realwaste\metal\Metal_378.jpg,metal,trash,0.692888,False
data\external_test_realwaste\metal\Metal_379.jpg,metal,trash,0.575199,True
data\external_test_realwaste\metal\Metal_38.jpg,metal,cardboard,0.875703,False
data\external_test_realwaste\metal\Metal_380.jpg,metal,trash,0.994339,False
data\external_test_realwaste\metal\Metal_381.jpg,metal,trash,0.911108,False
data\external_test_realwaste\metal\Metal_382.jpg,metal,trash,0.755321,False
data\external_test_realwaste\metal\Metal_383.jpg,metal,trash,0.938515,False
data\external_test_realwaste\metal\Metal_384.jpg,metal,trash,0.96417,False
