path,expected_class,predicted_class,confidence,is_uncertain
data\external_test_realwaste\cardboard\Cardboard_428.jpg,cardboard,trash,0.814759,False
data\external_test_realwaste\cardboard\Cardboard_429.jpg,cardboard,paper,0.490411,True
data\external_test_realwaste\cardboard\Cardboard_430.jpg,cardboard,trash,0.819831,False
data\external_test_realwaste\cardboard\Cardboard_431.jpg,cardboard,trash,0.944484,False
data\external_test_realwaste\cardboard\Cardboard_432.jpg,cardboard,trash,0.998932,False
data\external_test_realwaste\cardboard\Cardboard_433.jpg,cardboard,trash,0.405494,True
data\external_test_realwaste\cardboard\Cardboard_434.jpg,cardboard,paper,0.830465,False
data\external_test_realwaste\cardboard\Cardboard_435.jpg,cardboard,metal,0.548914,True
data\external_test_realwaste\cardboard\Cardboard_436.jpg,cardboard,paper,0.995801,False
data\external_test_realwaste\cardboard\Cardboard_437.jpg,cardboard,paper,0.795186,False
data\external_test_realwaste\cardboard\Cardboard_438.jpg,cardboard,paper,0.974143,False
data\external_test_realwaste\cardboard\Cardboard_439.jpg,cardboard,paper,0.993984,False
data\external_test_realwaste\cardboard\Cardboard_44.jpg,cardboard,trash,0.64456,False
data\external_test_realwaste\cardboard\Cardboard_440.jpg,cardboard,metal,0.920663,False
data\external_test_realwaste\cardboard\Cardboard_441.jpg,cardboard,paper,0.983051,False
data\external_test_realwaste\cardboard\Cardboard_442.jpg,cardboard,paper,0.894769,False
data\external_test_realwaste\cardboard\Cardboard_445.jpg,cardboard,paper,0.811854,False
data\external_test_realwaste\cardboard\Cardboard_450.jpg,cardboard,paper,0.992607,False
data\external_test_realwaste\cardboard\Cardboard_451.jpg,cardboard,paper,0.987955,False
data\external_test_realwaste\cardboard\Cardboard_452.jpg,cardboard,paper,0.75083,False
data\external_test_realwaste\cardboard\Cardboard_46.jpg,cardboard,trash,0.798339,False
data\external_test_realwaste\cardboard\Cardboard_47.jpg,cardboard,paper,0.998912,False
data\external_test_realwaste\cardboard\Cardboard_50.jpg,cardboard,paper,0.573227,True
data\external_test_realwaste\cardboard\Cardboard_53.jpg,cardboard,metal,0.622665,False
data\external_test_realwaste\cardboard\Cardboard_56.jpg,cardboard,paper,0.716648,False
data\external_test_realwaste\cardboard\Cardboard_57.jpg,cardboard,paper,0.483231,True
data\external_test_realwaste\cardboard\Cardboard_58.jpg,cardboard,paper,0.999883,False
data\external_test_realwaste\cardboard\Cardboard_59.jpg,cardboard,paper,0.999998,False
data\external_test_realwaste\cardboard\Cardboard_6.jpg,cardboard,paper,0.796487,False
data\external_test_realwaste\cardboard\Cardboard_61.jpg,cardboard,paper,0.950336,False
data\external_test_realwaste\cardboard\Cardboard_62.jpg,cardboard,paper,0.998751,False
data\external_test_realwaste\cardboard\Cardboard_63.jpg,cardboard,paper,0.874627,False
data\external_test_realwaste\cardboard\Cardboard_64.jpg,cardboard,trash,0.643026,False
data\external_test_realwaste\cardboard\Cardboard_65.jpg,cardboard,paper,0.873452,False
data\external_test_realwaste\cardboard\Cardboard_66.jpg,cardboard,trash,0.922104,False
data\external_test_realwaste\cardboard\Cardboard_67.jpg,cardboard,paper,0.99381,False
data\external_test_realwaste\cardboard\Cardboard_69.jpg,cardboard,trash,0.985626,False
data\external_test_realwaste\cardboard\Cardboard_70.jpg,cardboard,trash,0.998604,False
data\external_test_realwaste\cardboard\Cardboard_71.jpg,cardboard,trash,0.994304,False
data\external_test_realwaste\cardboard\Cardboard_72.jpg,cardboard,plastic,0.566447,True
data\external_test_realwaste\cardboard\Cardboard_73.jpg,cardboard,trash,0.696281,False
data\external_test_realwaste\cardboard\Cardboard_74.jpg,cardboard,trash,0.941833,False
data\external_test_realwaste\cardboard\Cardboard_75.jpg,cardboard,trash,0.907228,False
data\external_test_realwaste\cardboard\Cardboard_76.jpg,cardboard,trash,0.7615,False
data\external_test_realwaste\cardboard\Cardboard_77.jpg,cardboard,trash,0.508158,True
data\external_test_realwaste\cardboard\Cardboard_78.jpg,cardboard,trash,0.996546,False
data\external_test_realwaste\cardboard\Cardboard_8.jpg,cardboard,paper,0.999336,False
data\external_test_realwaste\cardboard\Cardboard_81.jpg,cardboard,trash,0.853809,False
data\external_test_realwaste\cardboard\Cardboard_82.jpg,cardboard,trash,0.92205,False
data\external_test_realwaste\cardboard\Cardboard_83.jpg,cardboard,trash,0.997937,False
data\external_test_realwaste\cardboard\Cardboard_84.jpg,cardboard,trash,0.984166,False
data\external_test_realwaste\cardboard\Cardboard_85.jpg,cardboard,trash,0.998212,False
data\external_test_realwaste\cardboard\Cardboard_86.jpg,cardboard,trash,0.724324,False
data\external_test_realwaste\cardboard\Cardboard_87.jpg,cardboard,trash,0.782324,False
data\external_test_realwaste\cardboard\Cardboard_88.jpg,cardboard,trash,0.979871,False
data\external_test_realwaste\cardboard\Cardboard_89.jpg,cardboard,trash,0.99865,False
data\external_test_realwaste\cardboard\Cardboard_90.jpg,cardboard,paper,0.468005,True
data\external_test_realwaste\cardboard\Cardboard_91.jpg,cardboard,trash,0.769661,False
data\external_test_realwaste\cardboard\Cardboard_92.jpg,cardboard,trash,0.92895,False
data\external_test_realwaste\cardboard\Cardboard_93.jpg,cardboard,paper,0.472775,True
data\external_test_realwaste\cardboard\Cardboard_94.jpg,cardboard,trash,0.983181,False
data\external_test_realwaste\cardboard\Cardboard_95.jpg,cardboard,trash,0.92588,False
data\external_test_realwaste\cardboard\Cardboard_96.jpg,cardboard,trash,0.983223,False
data\external_test_realwaste\cardboard\Cardboard_97.jpg,cardboard,trash,0.987549,False
data\external_test_realwaste\cardboard\Cardboard_98.jpg,cardboard,trash,0.997657,False
data\external_test_realwaste\cardboard\Cardboard_99.jpg,cardboard,trash,0.931568,False
data\external_test_realwaste\glass\Glass_1.jpg,glass,plastic,0.845016,False
data\external_test_realwaste\glass\Glass_100.jpg,glass,plastic,0.496419,True
data\external_test_realwaste\glass\Glass_102.jpg,glass,plastic,0.894353,False
data\external_test_realwaste\glass\Glass_103.jpg,glass,plastic,0.934837,False
data\external_test_realwaste\glass\Glass_104.jpg,glass,trash,0.639656,False
data\external_test_realwaste\glass\Glass_105.jpg,glass,trash,0.993978,False
data\external_test_realwaste\glass\Glass_106.jpg,glass,trash,0.995774,False
data\external_test_realwaste\glass\Glass_107.jpg,glass,trash,0.708785,False
data\external_test_realwaste\glass\Glass_108.jpg,glass,plastic,0.99274,False
data\external_test_realwaste\glass\Glass_109.jpg,glass,plastic,0.90238,False
data\external_test_realwaste\glass\Glass_11.jpg,glass,plastic,0.894044,False
data\external_test_realwaste\glass\Glass_111.jpg,glass,trash,0.97772,False
data\external_test_realwaste\glass\Glass_114.jpg,glass,trash,0.987003,False
data\external_test_realwaste\glass\Glass_115.jpg,glass,plastic,0.96637,False
data\external_test_realwaste\glass\Glass_116.jpg,glass,metal,0.826311,False
data\external_test_realwaste\glass\Glass_117.jpg,glass,plastic,0.921092,False
data\external_test_realwaste\glass\Glass_119.jpg,glass,trash,0.99815,False
data\external_test_realwaste\glass\Glass_12.jpg,glass,plastic,0.762801,False
data\external_test_realwaste\glass\Glass_120.jpg,glass,trash,0.997357,False
data\external_test_realwaste\glass\Glass_121.jpg,glass,trash,0.996918,False
data\external_test_realwaste\glass\Glass_122.jpg,glass,plastic,0.590328,True
data\external_test_realwaste\glass\Glass_123.jpg,glass,plastic,0.847576,False
data\external_test_realwaste\glass\Glass_125.jpg,glass,plastic,0.971776,False
data\external_test_realwaste\glass\Glass_126.jpg,glass,plastic,0.984235,False
data\external_test_realwaste\glass\Glass_135.jpg,glass,plastic,0.500585,True
data\external_test_realwaste\glass\Glass_136.jpg,glass,plastic,0.691029,False
data\external_test_realwaste\glass\Glass_137.jpg,glass,plastic,0.995246,False
data\external_test_realwaste\glass\Glass_138.jpg,glass,trash,0.720244,False
data\external_test_realwaste\glass\Glass_139.jpg,glass,plastic,0.582316,True
data\external_test_realwaste\glass\Glass_142.jpg,glass,trash,0.737171,False
data\external_test_realwaste\glass\Glass_143.jpg,glass,trash,0.9662,False
data\external_test_realwaste\glass\Glass_144.jpg,glass,trash,0.97838,False
data\external_test_realwaste\glass\Glass_145.jpg,glass,trash,0.951248,False
data\external_test_realwaste\glass\Glass_146.jpg,glass,trash,0.984161,False
data\external_test_realwaste\glass\Glass_147.jpg,glass,trash,0.903661,False
data\external_test_realwaste\glass\Glass_148.jpg,glass,trash,0.944737,False
data\external_test_realwaste\glass\Glass_150.jpg,glass,plastic,0.708722,False
data\external_test_realwaste\glass\Glass_153.jpg,glass,trash,0.76716,False
data\external_test_realwaste\glass\Glass_154.jpg,glass,plastic,0.843878,False
data\external_test_realwaste\glass\Glass_155.jpg,glass,plastic,0.994772,False
data\external_test_realwaste\glass\Glass_156.jpg,glass,trash,0.958203,False
data\external_test_realwaste\glass\Glass_157.jpg,glass,trash,0.8605,False
data\external_test_realwaste\glass\Glass_158.jpg,glass,trash,0.71157,False
data\external_test_realwaste\glass\Glass_159.jpg,glass,trash,0.984692,False
data\external_test_realwaste\glass\Glass_160.jpg,glass,trash,0.99203,False
data\external_test_realwaste\glass\Glass_161.jpg,glass,trash,0.725313,False
data\external_test_realwaste\glass\Glass_162.jpg,glass,trash,0.974269,False
data\external_test_realwaste\glass\Glass_163.jpg,glass,plastic,0.833293,False
data\external_test_realwaste\glass\Glass_164.jpg,glass,plastic,0.981506,False
data\external_test_realwaste\glass\Glass_165.jpg,glass,trash,0.968374,False
data\external_test_realwaste\glass\Glass_166.jpg,glass,trash,0.991714,False
data\external_test_realwaste\glass\Glass_167.jpg,glass,trash,0.550411,True
data\external_test_realwaste\glass\Glass_168.jpg,glass,trash,0.914048,False
data\external_test_realwaste\glass\Glass_169.jpg,glass,plastic,0.454778,True
data\external_test_realwaste\glass\Glass_17.jpg,glass,trash,0.954696,False
data\external_test_realwaste\glass\Glass_170.jpg,glass,trash,0.900436,False
data\external_test_realwaste\glass\Glass_171.jpg,glass,plastic,0.928726,False
data\external_test_realwaste\glass\Glass_172.jpg,glass,plastic,0.938692,False
data\external_test_realwaste\glass\Glass_173.jpg,glass,plastic,0.608132,False
data\external_test_realwaste\glass\Glass_174.jpg,glass,plastic,0.871284,False
data\external_test_realwaste\glass\Glass_176.jpg,glass,trash,0.938938,False
data\external_test_realwaste\glass\Glass_177.jpg,glass,trash,0.994706,False
data\external_test_realwaste\glass\Glass_178.jpg,glass,trash,0.999958,False
data\external_test_realwaste\glass\Glass_179.jpg,glass,plastic,0.935891,False
data\external_test_realwaste\glass\Glass_18.jpg,glass,trash,0.733674,False
data\external_test_realwaste\glass\Glass_180.jpg,glass,plastic,0.938098,False
data\external_test_realwaste\glass\Glass_182.jpg,glass,plastic,0.981201,False
data\external_test_realwaste\glass\Glass_183.jpg,glass,metal,0.916945,False
data\external_test_realwaste\glass\Glass_184.jpg,glass,trash,0.541668,True
data\external_test_realwaste\glass\Glass_185.jpg,glass,plastic,0.982472,False
data\external_test_realwaste\glass\Glass_186.jpg,glass,metal,0.473826,True
data\external_test_realwaste\glass\Glass_187.jpg,glass,plastic,0.942649,False
data\external_test_realwaste\glass\Glass_189.jpg,glass,plastic,0.83015,False
data\external_test_realwaste\glass\Glass_19.jpg,glass,trash,0.858549,False
data\external_test_realwaste\glass\Glass_191.jpg,glass,plastic,0.993501,False
data\external_test_realwaste\glass\Glass_193.jpg,glass,plastic,0.989787,False
data\external_test_realwaste\glass\Glass_194.jpg,glass,trash,0.889556,False
data\external_test_realwaste\glass\Glass_195.jpg,glass,trash,0.997383,False
data\external_test_realwaste\glass\Glass_196.jpg,glass,plastic,0.650171,False
data\external_test_realwaste\glass\Glass_197.jpg,glass,plastic,0.648297,False
data\external_test_realwaste\glass\Glass_198.jpg,glass,trash,0.999318,False
data\external_test_realwaste\glass\Glass_199.jpg,glass,paper,0.454938,True
data\external_test_realwaste\glass\Glass_20.jpg,glass,trash,0.999538,False
data\external_test_realwaste\glass\Glass_200.jpg,glass,trash,0.992643,False
data\external_test_realwaste\glass\Glass_201.jpg,glass,plastic,0.574054,True
data\external_test_realwaste\glass\Glass_202.jpg,glass,trash,0.999915,False
data\external_test_realwaste\glass\Glass_203.jpg,glass,trash,0.996736,False
data\external_test_realwaste\glass\Glass_204.jpg,glass,plastic,0.595614,True
data\external_test_realwaste\glass\Glass_205.jpg,glass,trash,0.970325,False
data\external_test_realwaste\glass\Glass_206.jpg,glass,trash,0.998055,False
data\external_test_realwaste\glass\Glass_207.jpg,glass,trash,0.999413,False
data\external_test_realwaste\glass\Glass_208.jpg,glass,trash,0.993458,False
data\external_test_realwaste\glass\Glass_209.jpg,glass,trash,0.998913,False
data\external_test_realwaste\glass\Glass_21.jpg,glass,trash,0.993453,False
data\external_test_realwaste\glass\Glass_210.jpg,glass,trash,0.942102,False
data\external_test_realwaste\glass\Glass_211.jpg,glass,trash,0.646113,False
data\external_test_realwaste\glass\Glass_212.jpg,glass,plastic,0.998539,False
data\external_test_realwaste\glass\Glass_213.jpg,glass,trash,0.902711,False
data\external_test_realwaste\glass\Glass_214.jpg,glass,trash,0.952954,False
data\external_test_realwaste\glass\Glass_215.jpg,glass,trash,0.863485,False
data\external_test_realwaste\glass\Glass_216.jpg,glass,trash,0.91773,False
data\external_test_realwaste\glass\Glass_217.jpg,glass,trash,0.997716,False
data\external_test_realwaste\glass\Glass_218.jpg,glass,trash,0.998081,False
data\external_test_realwaste\glass\Glass_219.jpg,glass,trash,0.923263,False
data\external_test_realwaste\glass\Glass_22.jpg,glass,trash,0.916813,False
data\external_test_realwaste\glass\Glass_220.jpg,glass,trash,0.969342,False
data\external_test_realwaste\glass\Glass_221.jpg,glass,trash,0.988071,False
data\external_test_realwaste\glass\Glass_222.jpg,glass,trash,0.996969,False
data\external_test_realwaste\glass\Glass_225.jpg,glass,trash,0.727913,False
data\external_test_realwaste\glass\Glass_226.jpg,glass,trash,0.996094,False
data\external_test_realwaste\glass\Glass_227.jpg,glass,trash,0.920938,False
data\external_test_realwaste\glass\Glass_228.jpg,glass,trash,0.997881,False
data\external_test_realwaste\glass\Glass_229.jpg,glass,trash,0.998635,False
data\external_test_realwaste\glass\Glass_23.jpg,glass,trash,0.831431,False
data\external_test_realwaste\glass\Glass_230.jpg,glass,trash,0.99319,False
data\external_test_realwaste\glass\Glass_231.jpg,glass,trash,0.99834,False
data\external_test_realwaste\glass\Glass_232.jpg,glass,trash,0.99454,False
data\external_test_realwaste\glass\Glass_233.jpg,glass,plastic,0.315386,True
data\external_test_realwaste\glass\Glass_234.jpg,glass,plastic,0.944029,False
data\external_test_realwaste\glass\Glass_236.jpg,glass,trash,0.944046,False
data\external_test_realwaste\glass\Glass_239.jpg,glass,plastic,0.997117,False
data\external_test_realwaste\glass\Glass_24.jpg,glass,trash,0.607046,False
data\external_test_realwaste\glass\Glass_240.jpg,glass,trash,0.82433,False
data\external_test_realwaste\glass\Glass_241.jpg,glass,trash,0.618891,False
data\external_test_realwaste\glass\Glass_242.jpg,glass,trash,0.682318,False
data\external_test_realwaste\glass\Glass_243.jpg,glass,trash,0.600958,False
data\external_test_realwaste\glass\Glass_244.jpg,glass,trash,0.999683,False
data\external_test_realwaste\glass\Glass_245.jpg,glass,trash,0.979466,False
data\external_test_realwaste\glass\Glass_246.jpg,glass,plastic,0.593129,True
data\external_test_realwaste\glass\Glass_247.jpg,glass,trash,0.984427,False
data\external_test_realwaste\glass\Glass_248.jpg,glass,trash,0.93146,False
data\external_test_realwaste\glass\Glass_249.jpg,glass,trash,0.616301,False
data\external_test_realwaste\glass\Glass_25.jpg,glass,trash,0.557749,True
data\external_test_realwaste\glass\Glass_250.jpg,glass,plastic,0.833132,False
data\external_test_realwaste\glass\Glass_252.jpg,glass,trash,0.908568,False
data\external_test_realwaste\glass\Glass_253.jpg,glass,plastic,0.638121,False
data\external_test_realwaste\glass\Glass_254.jpg,glass,plastic,0.828588,False
data\external_test_realwaste\glass\Glass_255.jpg,glass,plastic,0.670919,False
data\external_test_realwaste\glass\Glass_256.jpg,glass,plastic,0.888359,False
data\external_test_realwaste\glass\Glass_258.jpg,glass,trash,0.989865,False
data\external_test_realwaste\glass\Glass_259.jpg,glass,trash,0.964744,False
data\external_test_realwaste\glass\Glass_26.jpg,glass,trash,0.996102,False
data\external_test_realwaste\glass\Glass_260.jpg,glass,trash,0.942707,False
data\external_test_realwaste\glass\Glass_262.jpg,glass,trash,0.986252,False
data\external_test_realwaste\glass\Glass_264.jpg,glass,plastic,0.973802,False
data\external_test_realwaste\glass\Glass_265.jpg,glass,plastic,0.985785,False
data\external_test_realwaste\glass\Glass_266.jpg,glass,plastic,0.998991,False
data\external_test_realwaste\glass\Glass_267.jpg,glass,plastic,0.848071,False
data\external_test_realwaste\glass\Glass_269.jpg,glass,trash,0.982202,False
data\external_test_realwaste\glass\Glass_27.jpg,glass,plastic,0.50958,True
data\external_test_realwaste\glass\Glass_270.jpg,glass,trash,0.98841,False
data\external_test_realwaste\glass\Glass_271.jpg,glass,plastic,0.364775,True
data\external_test_realwaste\glass\Glass_272.jpg,glass,trash,0.98599,False
data\external_test_realwaste\glass\Glass_273.jpg,glass,trash,0.653344,False
data\external_test_realwaste\glass\Glass_276.jpg,glass,trash,0.541106,True
data\external_test_realwaste\glass\Glass_277.jpg,glass,plastic,0.481386,True
data\external_test_realwaste\glass\Glass_278.jpg,glass,plastic,0.908353,False
data\external_test_realwaste\glass\Glass_280.jpg,glass,trash,0.956453,False
data\external_test_realwaste\glass\Glass_281.jpg,glass,trash,0.996409,False
data\external_test_realwaste\glass\Glass_282.jpg,glass,trash,0.563111,True
data\external_test_realwaste\glass\Glass_283.jpg,glass,trash,0.980488,False
data\external_test_realwaste\glass\Glass_284.jpg,glass,trash,0.997916,False
data\external_test_realwaste\glass\Glass_285.jpg,glass,trash,0.999285,False
data\external_test_realwaste\glass\Glass_286.jpg,glass,trash,0.99261,False
data\external_test_realwaste\glass\Glass_287.jpg,glass,trash,0.997288,False
data\external_test_realwaste\glass\Glass_288.jpg,glass,plastic,0.839408,False
data\external_test_realwaste\glass\Glass_289.jpg,glass,trash,0.460374,True
data\external_test_realwaste\glass\Glass_29.jpg,glass,plastic,0.908396,False
data\external_test_realwaste\glass\Glass_291.jpg,glass,plastic,0.976705,False
data\external_test_realwaste\glass\Glass_292.jpg,glass,plastic,0.952935,False
data\external_test_realwaste\glass\Glass_293.jpg,glass,trash,0.753608,False
data\external_test_realwaste\glass\Glass_294.jpg,glass,trash,0.788899,False
data\external_test_realwaste\glass\Glass_295.jpg,glass,plastic,0.931041,False
data\external_test_realwaste\glass\Glass_296.jpg,glass,trash,0.842665,False
data\external_test_realwaste\glass\Glass_297.jpg,glass,trash,0.686162,False
data\external_test_realwaste\glass\Glass_298.jpg,glass,trash,0.857329,False
data\external_test_realwaste\glass\Glass_299.jpg,glass,trash,0.991398,False
data\external_test_realwaste\glass\Glass_300.jpg,glass,trash,0.582921,True
data\external_test_realwaste\glass\Glass_302.jpg,glass,trash,0.557453,True
data\external_test_realwaste\glass\Glass_303.jpg,glass,trash,0.832732,False
data\external_test_realwaste\glass\Glass_305.jpg,glass,trash,0.487713,True
data\external_test_realwaste\glass\Glass_307.jpg,glass,trash,0.974133,False
data\external_test_realwaste\glass\Glass_308.jpg,glass,trash,0.982359,False
data\external_test_realwaste\glass\Glass_309.jpg,glass,trash,0.780405,False
data\external_test_realwaste\glass\Glass_311.jpg,glass,plastic,0.760525,False
data\external_test_realwaste\glass\Glass_312.jpg,glass,plastic,0.768494,False
data\external_test_realwaste\glass\Glass_313.jpg,glass,trash,0.96453,False
data\external_test_realwaste\glass\Glass_314.jpg,glass,trash,0.987179,False
data\external_test_realwaste\glass\Glass_315.jpg,glass,trash,0.99976,False
data\external_test_realwaste\glass\Glass_316.jpg,glass,trash,0.995837,False
data\external_test_realwaste\glass\Glass_317.jpg,glass,trash,0.99517,False
data\external_test_realwaste\glass\Glass_318.jpg,glass,trash,0.941264,False
data\external_test_realwaste\glass\Glass_319.jpg,glass,trash,0.997497,False
data\external_test_realwaste\glass\Glass_320.jpg,glass,trash,0.943286,False
data\external_test_realwaste\glass\Glass_321.jpg,glass,trash,0.833846,False
data\external_test_realwaste\glass\Glass_322.jpg,glass,trash,0.995758,False
data\external_test_realwaste\glass\Glass_323.jpg,glass,plastic,0.918569,False
data\external_test_realwaste\glass\Glass_324.jpg,glass,trash,0.707901,False
data\external_test_realwaste\glass\Glass_325.jpg,glass,trash,0.976757,False
data\external_test_realwaste\glass\Glass_326.jpg,glass,plastic,0.987127,False
data\external_test_realwaste\glass\Glass_327.jpg,glass,trash,0.993419,False
data\external_test_realwaste\glass\Glass_328.jpg,glass,plastic,0.994943,False
data\external_test_realwaste\glass\Glass_329.jpg,glass,trash,0.997269,False
data\external_test_realwaste\glass\Glass_330.jpg,glass,plastic,0.953874,False
data\external_test_realwaste\glass\Glass_331.jpg,glass,trash,0.908662,False
data\external_test_realwaste\glass\Glass_332.jpg,glass,plastic,0.743472,False
data\external_test_realwaste\glass\Glass_333.jpg,glass,plastic,0.999829,False
data\external_test_realwaste\glass\Glass_335.jpg,glass,plastic,0.820439,False
data\external_test_realwaste\glass\Glass_336.jpg,glass,plastic,0.961818,False
data\external_test_realwaste\glass\Glass_337.jpg,glass,trash,0.703898,False
data\external_test_realwaste\glass\Glass_338.jpg,glass,trash,0.804144,False
data\external_test_realwaste\glass\Glass_339.jpg,glass,trash,0.982113,False
data\external_test_realwaste\glass\Glass_34.jpg,glass,trash,0.975649,False
data\external_test_realwaste\glass\Glass_340.jpg,glass,plastic,0.941607,False
data\external_test_realwaste\glass\Glass_341.jpg,glass,plastic,0.663286,False
data\external_test_realwaste\glass\Glass_342.jpg,glass,trash,0.930143,False
data\external_test_realwaste\glass\Glass_343.jpg,glass,plastic,0.961222,False
data\external_test_realwaste\glass\Glass_345.jpg,glass,plastic,0.950356,False
data\external_test_realwaste\glass\Glass_346.jpg,glass,trash,0.938261,False
data\external_test_realwaste\glass\Glass_347.jpg,glass,plastic,0.999754,False
data\external_test_realwaste\glass\Glass_348.jpg,glass,plastic,0.746928,False
data\external_test_realwaste\glass\Glass_35.jpg,glass,trash,0.931796,False
data\external_test_realwaste\glass\Glass_353.jpg,glass,plastic,0.86394,False
data\external_test_realwaste\glass\Glass_354.jpg,glass,plastic,0.951334,False
data\external_test_realwaste\glass\Glass_356.jpg,glass,trash,0.981361,False
data\external_test_realwaste\glass\Glass_357.jpg,glass,trash,0.983849,False
data\external_test_realwaste\glass\Glass_358.jpg,glass,trash,0.984378,False
data\external_test_realwaste\glass\Glass_359.jpg,glass,trash,0.864508,False
data\external_test_realwaste\glass\Glass_36.jpg,glass,trash,0.6237,False
data\external_test_realwaste\glass\Glass_360.jpg,glass,plastic,0.805536,False
data\external_test_realwaste\glass\Glass_362.jpg,glass,trash,0.943156,False
data\external_test_realwaste\glass\Glass_363.jpg,glass,plastic,0.933091,False
data\external_test_realwaste\glass\Glass_364.jpg,glass,plastic,0.997162,False
data\external_test_realwaste\glass\Glass_365.jpg,glass,plastic,0.960387,False
data\external_test_realwaste\glass\Glass_366.jpg,glass,trash,0.686622,False
data\external_test_realwaste\glass\Glass_367.jpg,glass,metal,0.431531,True
data\external_test_realwaste\glass\Glass_369.jpg,glass,plastic,0.513452,True
data\external_test_realwaste\glass\Glass_37.jpg,glass,trash,0.696374,False
data\external_test_realwaste\glass\Glass_375.jpg,glass,trash,0.906642,False
data\external_test_realwaste\glass\Glass_376.jpg,glass,plastic,0.95016,False
data\external_test_realwaste\glass\Glass_38.jpg,glass,trash,0.55047,True
data\external_test_realwaste\glass\Glass_387.jpg,glass,plastic,0.720251,False
data\external_test_realwaste\glass\Glass_388.jpg,glass,plastic,0.948119,False
data\external_test_realwaste\glass\Glass_389.jpg,glass,plastic,0.412783,True
data\external_test_realwaste\glass\Glass_391.jpg,glass,plastic,0.899737,False
data\external_test_realwaste\glass\Glass_393.jpg,glass,cardboard,0.745991,False
data\external_test_realwaste\glass\Glass_394.jpg,glass,cardboard,0.423833,True
data\external_test_realwaste\glass\Glass_396.jpg,glass,trash,0.96778,False
data\external_test_realwaste\glass\Glass_397.jpg,glass,trash,0.458004,True
data\external_test_realwaste\glass\Glass_399.jpg,glass,trash,0.90366,False
data\external_test_realwaste\glass\Glass_402.jpg,glass,cardboard,0.459507,True
data\external_test_realwaste\glass\Glass_404.jpg,glass,plastic,0.923347,False
data\external_test_realwaste\glass\Glass_405.jpg,glass,trash,0.987627,False
data\external_test_realwaste\glass\Glass_41.jpg,glass,trash,0.742692,False
data\external_test_realwaste\glass\Glass_410.jpg,glass,plastic,0.9588,False
data\external_test_realwaste\glass\Glass_411.jpg,glass,plastic,0.604136,False
data\external_test_realwaste\glass\Glass_417.jpg,glass,cardboard,0.503337,True
data\external_test_realwaste\glass\Glass_418.jpg,glass,plastic,0.475157,True
data\external_test_realwaste\glass\Glass_419.jpg,glass,metal,0.946202,False
data\external_test_realwaste\glass\Glass_43.jpg,glass,plastic,0.726521,False
data\external_test_realwaste\glass\Glass_44.jpg,glass,plastic,0.794952,False
data\external_test_realwaste\glass\Glass_45.jpg,glass,trash,0.990195,False
data\external_test_realwaste\glass\Glass_47.jpg,glass,plastic,0.932728,False
data\external_test_realwaste\glass\Glass_48.jpg,glass,cardboard,0.838184,False
data\external_test_realwaste\glass\Glass_49.jpg,glass,plastic,0.54454,True
data\external_test_realwaste\glass\Glass_50.jpg,glass,trash,0.969757,False
data\external_test_realwaste\glass\Glass_51.jpg,glass,trash,0.916891,False
data\external_test_realwaste\glass\Glass_52.jpg,glass,trash,0.5127,True
data\external_test_realwaste\glass\Glass_53.jpg,glass,trash,0.998578,False
data\external_test_realwaste\glass\Glass_54.jpg,glass,trash,0.9819,False
data\external_test_realwaste\glass\Glass_55.jpg,glass,trash,0.999833,False
data\external_test_realwaste\glass\Glass_56.jpg,glass,trash,0.995054,False
data\external_test_realwaste\glass\Glass_57.jpg,glass,plastic,0.793974,False
data\external_test_realwaste\glass\Glass_58.jpg,glass,trash,0.935609,False
data\external_test_realwaste\glass\Glass_59.jpg,glass,trash,0.993872,False
data\external_test_realwaste\glass\Glass_6.jpg,glass,plastic,0.991672,False
data\external_test_realwaste\glass\Glass_60.jpg,glass,trash,0.872179,False
data\external_test_realwaste\glass\Glass_61.jpg,glass,trash,0.688107,False
data\external_test_realwaste\glass\Glass_62.jpg,glass,cardboard,0.631464,False
data\external_test_realwaste\glass\Glass_63.jpg,glass,trash,0.910198,False
data\external_test_realwaste\glass\Glass_64.jpg,glass,trash,0.765549,False
data\external_test_realwaste\glass\Glass_65.jpg,glass,plastic,0.697597,False
data\external_test_realwaste\glass\Glass_66.jpg,glass,plastic,0.896183,False
data\external_test_realwaste\glass\Glass_67.jpg,glass,plastic,0.854277,False
data\external_test_realwaste\glass\Glass_68.jpg,glass,plastic,0.520714,True
data\external_test_realwaste\glass\Glass_69.jpg,glass,trash,0.775761,False
data\external_test_realwaste\glass\Glass_70.jpg,glass,plastic,0.95511,False
data\external_test_realwaste\glass\Glass_71.jpg,glass,plastic,0.569027,True
data\external_test_realwaste\glass\Glass_72.jpg,glass,trash,0.99509,False
data\external_test_realwaste\glass\Glass_73.jpg,glass,plastic,0.568075,True
data\external_test_realwaste\glass\Glass_74.jpg,glass,trash,0.993192,False
data\external_test_realwaste\glass\Glass_75.jpg,glass,plastic,0.936084,False
data\external_test_realwaste\glass\Glass_76.jpg,glass,plastic,0.999003,False
data\external_test_realwaste\glass\Glass_77.jpg,glass,trash,0.989605,False
data\external_test_realwaste\glass\Glass_78.jpg,glass,plastic,0.924106,False
data\external_test_realwaste\glass\Glass_80.jpg,glass,plastic,0.966708,False
data\external_test_realwaste\glass\Glass_81.jpg,glass,trash,0.998976,False
