categorie,poids_kg,transparence,rigidite,recyclable
carton,0.11192962283575975,0.05218941208094578,0.5054948242160369,1
carton,0.24908459032000146,0.058129549544768365,0.3780908064622352,1
carton,0.15115693615490838,0.03566720259895511,0.2727356985566525,1
organique,0.13345314877341824,0.026450367904151586,0.14084339847661312,1
papier,0.0354530609465029,0.06415888396985975,0.15683796872819517,1
plastique,0.03358635363296579,0.7163748278772645,0.3809661321916392,1
verre,0.2211552620242675,0.8742433276342289,0.8922215975947141,1
carton,0.09723064914537562,0.05065151154817124,0.5983402141324262,1
organique,0.16939327564908913,0.011414643179722508,0.08180403032551818,1
metal,0.28727843401487735,0.0053481733634591026,0.9223436250401349,1
papier,0.07567737332835153,0.17710549762839378,0.18819314730089215,1
papier,0.11589714504993473,0.011578031721857424,0.2513907849658915,1
plastique,0.01,0.6770527117066202,0.4120295631711899,1
plastique,0.09926484224970572,0.7227034690502495,0.30601202136726446,1
carton,0.22275106113815818,0.017473612920768322,0.5365455570541282,1
organique,0.13235698889116046,0.0,0.1524997083725284,0
papier,0.0931081450923905,0.098421090316297,0.32171585208254966,0
plastique,0.04677428576667982,0.41282756976411206,0.22966175606448455,1
plastique,0.046152780704377554,0.8324261349042092,0.34861330826633063,1
papier,0.053455918579192976,0.12568000532848583,0.31096998419562233,1
carton,0.13651407342213318,0.06961706898274951,0.5054948242160369,0
papier,0.07247500950634858,0.019243409204724532,0.3161878302608191,1
papier,0.09737874498803265,0.0755575289106863,0.3938928999058285,1
plastique,0.03595893812245295,0.8549268106858673,0.3035076539419896,1
organique,0.129801222516512,0.001196002626671043,0.14951192268525915,0
plastique,0.060265348662267126,0.9533822298373245,0.4971570950954356,1
papier,0.04689900181478379,0.011961862042209115,0.29192289345752037,1
organique,0.0991590671965697,0.0,0.04887073248639543,1
organique,0.08403604584716298,0.01013455821741101,0.10378796715991899,0
organique,0.03047553441818454,0.0,0.1358641790579388,1
metal,0.18793298307466438,0.0,0.9609485394896832,1
carton,0.08548177577285819,0.04830220362995294,0.4013851763670293,1
carton,0.15076894906860527,0.04692347945603267,0.40799587812225757,1
plastique,0.04215783693735685,0.6880949287876399,0.5058424486849589,1
plastique,0.04928347921780097,0.6470686333524087,0.42320499373576365,1
papier,0.03899363904753737,0.09391262458083582,0.2126379579546412,1
carton,0.20017832800916427,0.04839594005174454,0.6205047573231743,1
plastique,0.04397792608821423,0.8141781021386334,0.4183342005738352,1
plastique,0.04768703435223519,0.7163748278772645,0.48723206367206784,1
verre,0.3783032205395216,0.7584651740305434,0.8985662833435457,1
verre,0.540941664047013,0.9834756425887186,0.9252066910996357,1
papier,0.08063814730208185,0.11493764541828431,0.27600559636896027,1
organique,0.021199981783245045,0.002129499736716229,0.07630675649202356,0
carton,0.189109130397788,0.07784944325885146,0.4769773581566215,1
metal,0.20762753595530467,0.0,0.8356418215707875,1
plastique,0.021692585158991716,0.4139717244078734,0.5502357052096029,1
papier,0.06183153380789408,0.1234387128037512,0.0,1
verre,0.45804598690053494,0.6792819625009513,0.9762444389331975,1
papier,0.03958621131410911,0.1442022698180525,0.1776534017628148,1
papier,0.0667015324642547,0.020264846636660228,0.26347214685617704,0
carton,0.07917511824602662,0.04278217161150786,0.5746227885958487,1
organique,0.12610585628708315,0.0,0.12398398697549817,0
carton,0.11289969321711799,0.04262408126644329,0.5023711316167759,1
verre,0.33427861066355485,0.7549459267867058,0.948869845527759,1
papier,0.10802959733717821,0.09586596570786504,0.19758043936090838,1
metal,0.2960063165141489,0.00820344012612456,0.8555379585885838,1
metal,0.2098838156764466,0.0,0.8608123239437786,1
organique,0.018983276667180818,0.010779017394533253,0.08246447776882519,0
organique,0.11380301507783402,0.0,0.12009594775869616,1
papier,0.06988742086645883,0.059090055828884644,0.2546733568201379,1
organique,0.07923370708825239,0.005956440575697195,0.12766817843863115,0
organique,0.12043451956593271,0.0010207491624738367,0.08679144950423329,0
verre,0.5070494635261139,0.9129956403616475,0.9363802014750096,1
carton,0.19759801817549008,0.034059943928356366,0.6622913089611273,1
papier,0.09523973980737631,0.1282754822815772,0.056172202168263324,1
plastique,0.03875424941518055,0.4858215003877775,0.3786552848288153,0
verre,0.3912570396644122,0.7978566452915047,0.9860733136892537,1
metal,0.25433142203505565,0.0,0.8708200336826998,1
verre,0.37346520051550863,0.7961916430423269,0.996643954216431,1
verre,0.1655094759703906,0.6490826160374756,1.0,1
organique,0.09042492593964341,0.01142699916235183,0.10936477749116093,0
plastique,0.04928347921780097,0.39703055506282703,0.398148686400761,1
papier,0.11257686697494734,0.13241402169219296,0.1920358608754285,1
metal,0.1359969148481883,0.0,0.890265135194166,1
organique,0.10308579143532506,0.00559577061510467,0.14133207676949483,0
papier,0.0798178726538032,0.13365906756349794,0.2126379579546412,1
papier,0.06182855230989985,0.09499229617600237,0.21904996797790666,1
carton,0.12030799188766805,0.05786538446940444,0.6406340183307148,1
organique,0.10574351746020641,0.0,0.22207521710847342,0
verre,0.4027764760931661,0.8515427884302826,1.0,1
metal,0.28189676368855854,0.0,0.9085231885498286,1
plastique,0.04344675706804464,0.5146139056843834,0.46860514599984393,1
carton,0.10898793352756492,0.06697124068951496,0.3931258710787644,1
plastique,0.05723272050095268,0.8267838044636022,0.40052436997181834,1
metal,0.020248853281231577,0.008953554307625997,0.9492724842807609,1
verre,0.3147827016400409,0.7390260684955607,0.9569671296810631,1
metal,0.2809170428326685,0.0021539650545628793,0.9158726630625088,1
papier,0.11905223868196393,0.058655982298007,0.2513105798176083,1
plastique,0.054645073943220074,0.7193991929985436,0.29184519963856054,0
plastique,0.06643805008750447,0.8009974557960914,0.45144388340587494,1
metal,0.2408633670822076,0.0,0.8938645533202139,1
papier,0.11601241723833276,0.08593362214408934,0.19805803941122674,1
verre,0.27174562947655195,0.7004154629680002,0.9994441368654509,1
verre,0.26162222111357314,0.7455564081546939,1.0,1
verre,0.4746694736529587,0.863252738586839,1.0,1
papier,0.10204633358149452,0.10613351579973979,0.2194607455237243,1
plastique,0.026626439247609362,0.7163748278772645,0.49551423205012385,1
metal,0.23318924002895286,0.0,0.8633483502238005,1
carton,0.14376911019049352,0.0018022366578638455,0.46224039770112424,0
metal,0.10791887331043944,0.0068550773879020414,0.9070179934924024,1
carton,0.2001854761905339,0.05053362114221072,0.6397969632439362,1
plastique,0.030189273497386235,0.869920419404205,0.596472513291639,1
plastique,0.04928347921780097,0.4524369002346301,0.39373209027268286,1
papier,0.021009302318719954,0.1218279902078834,0.33149144535840475,1
metal,0.2534672390974465,0.0,0.818476337814243,1
plastique,0.043815752482975714,0.6056136268421133,0.4491919171506506,0
metal,0.1892402572478614,0.0,0.9224609360642517,1
organique,0.14275838141100552,0.0,0.06563867345429951,0
papier,0.09589078263070193,0.02371718427149526,0.17045985898609706,1
verre,0.19759847582729695,0.861276852256614,1.0,1
plastique,0.04078722458080425,0.8302782502611595,0.3160278157819224,1
papier,0.10976127048609569,0.040205846898240784,0.15963515367580033,1
verre,0.08406486429506271,0.8833065225210363,0.9678962864345884,1
organique,0.08565184907804324,0.0,0.15239255657325784,0
organique,0.031182175590531505,0.006764418164947713,0.0800928994705765,0
organique,0.05850937036149087,0.0,0.10597784622992425,0
verre,0.11302785905155521,0.8807033532195266,0.8804001831405994,1
papier,0.08554040917594725,0.0,0.3838183676795123,1
metal,0.21690269538235782,0.002531652380379812,0.8990453285470885,1
verre,0.47862686134046006,0.7485536257546057,0.9275539586195102,1
papier,0.10515472323354925,0.09307720080081132,0.3281016361735113,1
organique,0.08815815598715056,0.0010207491624738367,0.11657426310108795,0
organique,0.14894841362677164,0.002820026250168557,0.10455504333030612,1
plastique,0.05593969346466372,0.8363905942589928,0.42034636358672234,1
plastique,0.06173714187600541,0.6013998130682334,0.34463506946528183,1
metal,0.17188686114290141,0.0,0.8706734365218033,1
metal,0.21578338125049654,0.0035845361820962024,0.9117012227176574,1
plastique,0.0564816793878959,0.7163748278772645,0.3240867338446302,1
papier,0.05304596054626888,0.09329914166635413,0.09324670857457272,1
organique,0.13278913326764047,0.0010207491624738367,0.06356609665271046,1
plastique,0.01785033530877545,0.6595614695132211,0.4576556963055767,1
papier,0.06905141811371344,0.10430719415231875,0.18625514853723082,1
papier,0.02594058687259941,0.048790658783539755,0.3187679388461564,1
organique,0.17804568193191178,0.0,0.0604993598959462,1
verre,0.2457515125772861,0.6863900724652536,0.8657607302589768,1
plastique,0.02175392597329417,0.7946475249147089,0.3840061470036573,1
metal,0.3348011422966808,0.0,0.916079660566962,1
metal,0.23998912989922971,0.0,0.9579537032477949,1
metal,0.29846996105237883,0.017246966497611087,0.8242764845409617,1
papier,0.08550079759337467,0.19422931529673046,0.06540203197532515,1
carton,0.1379292794789897,0.03513731470464033,0.5235580408102176,1
carton,0.2013710767669387,0.017934790663681012,0.6422669524792303,1
plastique,0.02343627902203139,0.5124349920169754,0.5451143607795041,1
verre,0.2180854954798055,0.6691054058943484,0.9298355249013439,1
verre,0.4172257284413772,0.7961916430423269,1.0,1
metal,0.34043805586523923,0.006686548047579066,0.8907077123903626,1
metal,0.1949180340307716,0.0019502498402812673,0.8967905911445752,1
metal,0.2279720037839755,0.0,0.8953181905630415,1
organique,0.08553645677697629,0.006569471123242789,0.1471272614226736,1
plastique,0.05586144946597363,0.8190314050873827,0.5687141635072566,1
verre,0.31651477276238865,0.8972954502081442,1.0,1
carton,0.09221872591655689,0.08124510263900844,0.7280508855964254,1
carton,0.13902780941775683,0.05007606152246375,0.54035361022063,1
metal,0.09062897548318034,0.01562888768508198,0.8922370475587625,1
plastique,0.05628494665190548,0.6553074429348298,0.5475356216949552,1
plastique,0.038674045407944564,0.7714030971930095,0.39743960579567583,1
verre,0.3238972746753204,0.752585319734521,1.0,1
verre,0.40269374126317903,0.8036963147642877,0.9145960566902929,1
metal,0.2249046938754308,0.0018383451632250436,0.8714824316793159,1
organique,0.13064784036696428,0.0028294618450748488,0.03276754862652874,0
verre,0.3385155980516976,1.0,0.9253268591817991,1
plastique,0.05603094684667225,1.0,0.39743960579567583,1
carton,0.14906250800635595,0.05677987370618493,0.375722684579375,1
carton,0.11305985656348891,0.04585044954632255,0.4558602692309665,1
verre,0.2482807829454609,0.642363206325772,0.9061840666012909,1
verre,0.3619605668887069,0.8111309320700233,1.0,1
metal,0.17583636004081088,0.0,0.9519189425509659,1
metal,0.3359965899661105,0.026930336639804965,0.8089698349725741,1
organique,0.047349198357036035,0.001848678838526347,0.08860560092246689,0
metal,0.023554715432074463,0.0,0.8766752310385901,1
organique,0.08022582648573133,0.0,0.17033904278940193,1
carton,0.20229483577479346,0.09035815927666477,0.586946484398397,1
organique,0.09146680802762923,0.0,0.030728586594275464,1
plastique,0.03560311583210583,0.8908003526986404,0.3191701714644849,0
organique,0.07523709053931166,0.0,0.18112491704505068,1
plastique,0.05947665841823575,0.49879652370005956,0.5479944138890026,1
metal,0.2678539370133335,0.0,0.8046096221061305,1
verre,0.3239264835108181,0.9379741265221495,0.9739436081965918,1
plastique,0.029743377593311526,0.796494483048637,0.4310907565598005,1
carton,0.1936584715346733,0.06557959424088003,0.6230833128509559,1
plastique,0.05687236579136923,0.8517938440986534,0.18761042756901933,1
organique,0.052862386125598175,0.0,0.1188914610611079,0
organique,0.12474520480438968,0.009197033140843018,0.09991317383621523,0
carton,0.16952614487825005,0.04839594005174454,0.3202574921379263,1
metal,0.2717652957509706,0.0,0.9320239897600412,1
papier,0.10581420465079236,0.06359985293854328,0.4170942717497814,1
verre,0.44871222001287103,0.544850967209187,0.9504645876265456,1
metal,0.34474450797864886,0.0,0.9455681361087361,1
carton,0.13634901196369903,0.05887760460434872,0.25918023654214306,1
verre,0.24929106356937386,0.7961916430423269,0.9049199626982214,1
plastique,0.026980128451553946,0.45085224425760234,0.45193465142411726,1
metal,0.21994468765133832,0.004583867035514843,0.8518633717357694,1
papier,0.0573974638896145,0.1456792313116625,0.26153674840130536,1
organique,0.10955317544745656,0.0,0.07868657216617875,1
papier,0.048046590107738825,0.08001819071926988,0.2579633173213576,1
verre,0.5264686934262719,0.998581220568082,1.0,1
plastique,0.010806597522404489,0.4244661264085817,0.39743960579567583,1
organique,0.14041655305002623,0.0033972385937475697,0.11058001902942535,0
papier,0.05181993818543737,0.10922756515985185,0.3317115067339865,1
papier,0.11217522011929407,0.05862048896756402,0.33736585451629575,1
organique,0.05300634766468254,0.0015971772868210007,0.1903267335729667,1
organique,0.08732939576257412,0.0,0.12897094914494847,0
metal,0.31226959761001527,0.0,0.8587742919236163,1
organique,0.11301747437735242,0.0,0.08199470236809066,0
verre,0.4888582269040288,0.7101613405160997,1.0,1
organique,0.10979277495578159,0.0,0.02184552509197929,0
organique,0.06907666177718076,0.0,0.06853239501566574,1
carton,0.12161471078906572,0.0324303432690386,0.25000845632751256,1
organique,0.07683818655327403,0.0,0.21473842957738923,0
metal,0.162735554470547,0.012958717818630144,0.8971705755550052,1
carton,0.11850473726407937,0.04598501672894272,0.6158142183462935,1
organique,0.15703578998498358,0.0,0.05699036522887509,0
plastique,0.07317191158014809,0.7163748278772645,0.29627538456735436,1
metal,0.21578338125049654,0.0,0.9567810073591472,1
plastique,0.03639950556843019,0.673971389126463,0.33534271157574735,1
metal,0.2712198000669207,0.0,0.9301059160196242,1
organique,0.08868453117921499,0.0,0.12655483011423038,0
metal,0.07481577829103558,0.002167755637626291,0.9662898323771095,1
plastique,0.049469722491015666,0.7139604169980037,0.4669672548830039,1
verre,0.2842766681882506,0.7961916430423269,0.8719096569302264,1
metal,0.17627140327441615,0.0,0.8875735690962776,1
plastique,0.03395445461556762,0.9882546578132231,0.26198985417851084,1
papier,0.03159315806369777,0.09862425474746819,0.3899881934895216,1
papier,0.1313512544042703,0.0415041582144856,0.17587423453814577,1
metal,0.2208353810666845,0.0,0.9243018144708819,1
carton,0.15394480482992542,0.017652740997828646,0.687467105210541,1
organique,0.06791381633961424,0.0,0.14227630499426058,1
metal,0.19657412949507402,0.006227112239002686,0.8941885478439021,1
plastique,0.06503866065373548,0.6696429809928833,0.45040465155178444,1
plastique,0.06223352577681736,1.0,0.39743960579567583,1
plastique,0.056928964189939514,0.7648332704976883,0.25777462904023263,1
papier,0.01,0.08867579505750842,0.17410950262959227,1
organique,0.0491836502408228,0.0,0.06924061621421965,1
verre,0.34304101770869894,1.0,0.9602274698045372,1
carton,0.19854706656884305,0.06419282581011615,0.7516194395468909,1
organique,0.0991590671965697,0.0012391742634264473,0.05458969088557148,0
metal,0.22680464232672942,0.008333339117803071,0.87744205707955,1
plastique,0.040610512281300956,0.8654366498072047,0.4244966571108723,1
metal,0.16117553317057054,0.0,0.8735333943775815,1
plastique,0.05417727190009511,0.7163748278772645,0.4024510174258943,1
papier,0.10988143057417449,0.03728552884153753,0.2950307591973576,1
carton,0.13399540095278048,0.05818056107485275,0.5630678715871338,1
verre,0.42175915797930497,0.9226629043814075,0.887711697045015,1
verre,0.4118661959709932,0.9425754132923938,0.9653810377725526,1
organique,0.12433631015196905,0.005542247039460395,0.15021883173815662,0
carton,0.15015420634125135,0.039401244610750216,0.708013709919673,1
carton,0.11681398115101438,0.05495023833152409,0.3071067839427761,1
metal,0.2370547836214068,0.0,0.8870572799815084,1
metal,0.1825563283686101,0.009153902755601618,0.9052876895635741,1
verre,0.3883613953816771,0.739793036400166,0.9824462105253498,1
carton,0.16676193435349743,0.028316172179553505,0.3007527572802424,1
verre,0.4644135202616418,0.9346832808140513,0.9418019560199039,1
papier,0.07918086381470205,0.09261987068506657,0.23506300992735593,1
plastique,0.04928347921780097,0.6379466486813088,0.39743960579567583,0
metal,0.1345257067246399,0.0,0.9357304895318309,1
carton,0.12809450878782025,0.08966772469703424,0.7496475647186953,1
organique,0.12834874694071727,0.012411473438787268,0.08171001636032488,0
carton,0.17106899055490413,0.04839594005174454,0.6587310570415861,0
metal,0.08805550601584469,0.0,0.8990453285470885,1
papier,0.09988643806002238,0.18123392292347804,0.12575294143019516,1
plastique,0.023590867738314477,0.9610957614308657,0.30444595593995744,0
plastique,0.025260985782438364,0.8627019272001277,0.38720824085192335,0
metal,0.13218928571047323,0.0,0.9631853338827334,1
organique,0.15757782860612546,0.003191602900919905,0.0706517156453839,0
metal,0.12839441261787163,0.009514492770580866,0.9038740259259431,1
carton,0.2301126612803455,0.07531259071171263,0.42613308885042234,1
papier,0.05995728639070854,0.11973357649114906,0.2126379579546412,0
papier,0.10783520384243711,0.049208909051080156,0.3001046092567141,0
verre,0.34527353473709904,0.5612893028755568,0.9817698466107448,1
verre,0.28224337872662925,0.6761622735473809,0.9597705142498316,1
plastique,0.021962978744154385,0.6583755499285449,0.2964757677580626,1
organique,0.08713175128714265,0.012024777476530081,0.10249013954514163,1
carton,0.05833294177467835,0.024612095867687908,0.42393865767147415,1
plastique,0.05369267717064609,0.7163748278772645,0.4311250154543536,1
organique,0.12394956063972562,0.0,0.0898136435979201,0
verre,0.2259359922312429,0.7256046430510295,0.9840722540178642,1
carton,0.148595806720351,0.03608657244303596,0.24973226721334285,1
verre,0.19808200170138227,0.7803442389501507,0.8982522567733933,1
verre,0.4032595109370551,0.7828114549538048,0.9822134079754651,1
papier,0.09624388184614364,0.19270462831670943,0.1535382702701607,1
plastique,0.07805588621872199,0.5754600960358812,0.3892969640045442,1
verre,0.3335464341950304,0.6394132880484249,0.9545507975522618,1
verre,0.3350122033237538,0.9572796407761401,0.9401023436715834,1
papier,0.09379916428817349,0.05984105246598276,0.10645612979554048,1
verre,0.28771454968987165,0.67496615190811,0.8382786778842898,1
papier,0.05200196122780412,0.0766981749065879,0.24891871301476637,0
metal,0.2497655992244839,0.0,0.9226754356277234,1
metal,0.07715423014343155,0.012179591523055585,0.8768419318957301,1
organique,0.04444367315883571,0.0,0.11909832287620475,0
metal,0.11866534971388024,0.0,0.806512915015229,1
organique,0.05017624353541781,0.012691726564583795,0.12254456876062575,0
plastique,0.03993048691767602,0.8799199750866501,0.42139799107342224,0
carton,0.14906250800635595,0.054278077364029634,0.2695214577584325,1
papier,0.06270468797819842,0.1291048851734308,0.22832878715461424,1
metal,0.2115910266477513,0.0,0.9305108084794611,1
organique,0.06518975105931099,0.0,0.07806270399758533,0
metal,0.2683620181653293,0.0,1.0,1
organique,0.10364753095375129,0.0,0.011028527557418621,0
verre,0.3270783948446408,0.9326151254838769,0.9605797485190196,1
carton,0.15698884848831177,0.04839594005174454,0.6087085786841389,1
organique,0.14058581545757648,0.0,0.13820526481640474,0
metal,0.11931562527390337,0.0,0.9541345526943537,1
metal,0.1406012613969293,0.039262377064363266,0.8953306570550026,1
organique,0.14567412979243888,0.0012652320501805505,0.06808615171514262,0
carton,0.1420202719087502,0.053008108763523284,0.5131367328430384,1
organique,0.06586786772694668,0.0,0.2110341898291557,1
metal,0.1736441770922327,0.0,0.8240326962261579,1
papier,0.06835469544376314,0.07733859753363624,0.16082418509561783,1
organique,0.1087210036853026,0.011040706092820499,0.0703463932783885,0
carton,0.16400606944847246,0.04563928243603561,0.38764527935673565,1
verre,0.40810220098659855,0.8263318744835763,1.0,1
organique,0.09873950702307908,0.0,0.10111019672713184,0
papier,0.08084543472107385,0.0989316352825782,0.2808057798281145,1
papier,0.11714849214300907,0.25965537839224306,0.04952796259689979,1
plastique,0.05120460419882053,0.6229372806276479,0.43665982460968483,1
metal,0.10898514636601468,0.0,0.8426154305092166,1
verre,0.481576650828216,0.8693822828971312,0.9900249120882986,1
organique,0.034695890172507085,0.0,0.029097003901553176,0
carton,0.19449581662825843,0.06257250465682433,0.4207944503220567,1
metal,0.16341586759305682,0.0,0.8990453285470885,1
papier,0.020736003009383865,0.07178762006713058,0.3139878561129046,1
organique,0.07256007833122315,0.0,0.05359286808604748,0
organique,0.06767126364853454,0.013907324875915426,0.14969648785608258,1
verre,0.17468929530617844,0.836003410652757,0.9545507975522618,1
metal,0.20191224346279646,0.0,0.9078486480484217,1
metal,0.15146397641877626,0.0,0.9434577296248449,1
verre,0.34527353473709904,0.6453923745797716,1.0,1
carton,0.14906250800635595,0.04189179984772443,0.48353457442757863,1
papier,0.08358741105242459,0.04401912833554944,0.09996686753944253,1
organique,0.10099430015005077,0.01935320336598404,0.12798502362057113,1
metal,0.16164056260806053,0.005731278132412001,0.8471721178619874,1
papier,0.07924919123764568,0.1209766221953514,0.09376064718531203,1
verre,0.2496242108436629,0.5974627382085763,0.8452421238660006,1
metal,0.23705650336792985,0.0,0.9167088208622449,1
carton,0.14906250800635595,0.07383917712234234,0.5278538884611589,1
carton,0.17611218406240048,0.02510337523563686,0.6784867095861752,1
verre,0.18104427739217296,0.9620103500483248,0.9205618231896602,1
papier,0.04370915771476678,0.20030464440795615,0.0,1
papier,0.06159792009377181,0.0998312771294524,0.17610679008303057,1
verre,0.5146397242679973,0.6408759806248856,0.8567834235845452,1
organique,0.01,0.0,0.11894052647482967,0
metal,0.17318897750628387,0.0032950873557300916,0.8365334751726651,1
papier,0.048655724179368996,0.0,0.3612278257988646,1
papier,0.08965093418588041,0.18349522521757033,0.30299608175811615,1
carton,0.1620462498644734,0.015123037667342042,0.5054948242160369,1
carton,0.13576584821637083,0.019195047359378468,0.5415190173987933,1
organique,0.0552888463905212,0.02569907035475335,0.06351676880894366,0
organique,0.09999523405763627,0.008209668843684006,0.08539957272434871,0
organique,0.03644726098719116,0.0,0.12084647516324083,0
carton,0.11112304800775111,0.03484015554962653,0.4005823281808451,1
organique,0.08909221671390158,0.0,0.10924051512448696,1
organique,0.06084743015675443,0.0015725843678529832,0.11573531537772344,0
carton,0.15084453581212418,0.06558547774788327,0.46162382946453623,1
organique,0.08855325453248118,0.008039193308807204,0.05543907499466246,0
carton,0.11164727467146617,0.08156213615823028,0.5681274750784757,1
organique,0.18656029495649426,0.0,0.08162947066025923,0
carton,0.11182843299249975,0.03872599649884198,0.621478676245554,1
metal,0.031997879387870076,0.0,0.9598623461822614,1
plastique,0.03996485912830927,1.0,0.4067518481410109,1
verre,0.3164284927113429,1.0,0.8674754394981119,1
metal,0.2365824323692193,0.0,0.9233335490983041,1
plastique,0.06313107217267659,0.9316221747000135,0.3138715798671736,1
carton,0.2857973286156441,0.05384469528390462,0.7703247212647168,1
plastique,0.04928347921780097,0.9166102486350554,0.32269902161445335,1
carton,0.1295019748073613,0.04784881736282184,0.6224109265090771,0
verre,0.1997234982369396,0.4273082631371279,0.968606569554658,1
carton,0.1314704738463774,0.02947560722509945,0.5474810489912948,1
organique,0.06959242204151656,0.005736870300025537,0.10000933323174867,1
organique,0.011743246064650686,0.01095160411720232,0.11958353078076359,0
organique,0.015405348199320379,0.0,0.09690799580196584,0
organique,0.12629459853558284,0.011342947938882124,0.14949300702929996,0
metal,0.2824464468499246,0.0,0.9046686187138326,1
plastique,0.02072970103735763,0.051746531986185396,0.2241260513576886,1
carton,0.12257801640865051,0.05660130001625244,0.34978443852423835,1
verre,0.44718226901727354,0.9286168897576109,0.9661900063802972,1
metal,0.2477782574602708,0.0,0.9128876270071375,1
carton,0.14193178134952347,0.03764726781211507,0.33242880096852345,1
metal,0.25212175930716046,0.0,0.916202851411078,1
papier,0.09367663316244823,0.059487378149280956,0.297519762978243,1
carton,0.2091226913302652,0.056514147156263995,0.5131953231579246,1
organique,0.1472893611575326,0.0,0.09463226046429918,0
verre,0.3138109028766996,0.6944569905610332,0.9315239191588884,1
papier,0.10848662406323971,0.0903170270360141,0.29983108981479606,1
metal,0.22941194343931373,0.0,0.9212744966620116,1
papier,0.0732570379432195,0.17567248716210657,0.2324359281721603,1
metal,0.2375414071846821,0.0022054142701386685,0.9600130874869415,1
organique,0.09163915601394562,0.0,0.14262979016475513,0
verre,0.24467412793550036,0.5377179522563711,0.9782138694013368,1
plastique,0.045316932505533286,0.5368379430069123,0.39743960579567583,1
metal,0.26054309439895856,0.0,0.8990453285470885,1
carton,0.17039625087571425,0.10268444087299917,0.3703151409082548,1
organique,0.06968575215976495,0.011029277327426599,0.015365919224453156,1
carton,0.11869049838892166,0.06428206999440185,0.7270396961979168,1
metal,0.2137471471834825,0.017041055162554913,0.9036018430641872,1
carton,0.12321933307872941,0.03699966662659094,0.5054948242160369,1
metal,0.13721904734978374,0.017388513518533315,0.9099905216859357,1
metal,0.10482666727277111,0.0,0.8885225672319826,1
plastique,0.05010226913284922,0.4504433636070301,0.37305931655554425,1
metal,0.3570069752424636,0.0,0.8398925236961956,1
metal,0.08755463846570864,0.018325570434792018,0.9636176750053385,1
carton,0.15412563496615947,0.06683056684079519,0.4580190370750968,1
papier,0.035632652936776144,0.15443743098520932,0.2871297297457244,1
carton,0.14849278652395745,0.047035542448164595,0.41406918656933767,1
plastique,0.07114244452437832,0.6369461510719309,0.3400607354555978,1
plastique,0.04973005550524132,0.4714059404338753,0.4224092481810417,1
metal,0.30631466556283277,0.0,0.850885298287266,1
organique,0.06936559639654791,0.009958719766589276,0.10371209926504169,0
verre,0.37898422641684676,0.6239644689481813,0.9557266683107731,1
plastique,0.03161151531532394,0.587963791960606,0.34694988523894726,1
plastique,0.05751396036691344,0.7346361851702363,0.5532738913002578,1
organique,0.09537385725807077,0.008074447180083516,0.195164634386358,0
verre,0.22584987690508773,0.6302275786800957,0.8683523859729008,1
papier,0.11520421572455974,0.11615396365580147,0.06799774887792942,1
metal,0.1968554169897895,0.001941076309533577,0.9095211944962529,1
papier,0.12592252497031092,0.16041831152965713,0.32969945465611095,0
verre,0.5475027353630781,0.9480963348884939,0.8449540569274041,1
papier,0.07481161820229731,0.07336495801690443,0.2126379579546412,1
metal,0.2678744705764228,0.0,0.9789059028781093,1
papier,0.11571938824359024,0.04291554429332475,0.3521316051922452,1
carton,0.1503982141323665,0.038377079090999675,0.3944518175650233,1
papier,0.08926499037796892,0.06241044749524079,0.20824397529345035,1
plastique,0.0662703443473934,0.7234654766617563,0.2484808937801448,1
plastique,0.02787330051987944,0.8359195497869352,0.22868654709091227,1
papier,0.05482370997982981,0.098421090316297,0.2952874547202939,1
carton,0.1395273717175462,0.07822101802118449,0.25646671429653,1
plastique,0.05199302730175283,0.561418080947869,0.33002744920074145,1
organique,0.0991590671965697,0.0,0.051083889620402854,1
carton,0.18198936658977685,0.035530743822594246,0.718959781255691,1
organique,0.1367187068266545,0.0,0.19047574592593033,0
organique,0.08503278896039265,0.015991566845286142,0.11694457991092609,0
plastique,0.06625051644788396,0.7432917179163949,0.3885460154747382,1
metal,0.2450304688139484,0.0028732890440300927,0.9877466535823621,1
plastique,0.015501643349739344,0.5285684887167434,0.3281555778747564,1
plastique,0.08731549022289514,1.0,0.39920273586833827,1
plastique,0.0647693315999082,0.8027571901824417,0.6153182457511557,1
papier,0.09199063855257925,0.021840459565167142,0.157069777548274,1
papier,0.1165628555509195,0.15120312629057314,0.1977131937701118,1
verre,0.36492865634724775,1.0,0.8968683611291949,1
metal,0.25854965634306365,0.0,0.7583922200944716,1
verre,0.4000477519420632,0.8157102947957197,0.8936086389749347,1
metal,0.3225894179742493,0.0,0.7975029360711261,1
plastique,0.03646155999388083,0.7163748278772645,0.43417559757771595,1
organique,0.10445107072213103,0.015292965508395333,0.16684602187823566,1
papier,0.015413282211425516,0.13766708105522663,0.1331855914461006,1
metal,0.2441839950143619,0.0,0.8793197233289178,1
metal,0.23183416399574472,0.0,0.9993637999615405,1
metal,0.11282935701260895,0.0,0.9271739689335047,1
verre,0.44294825073447697,0.6159110328618714,0.9174643231327455,1
metal,0.2631245349900415,0.0,0.987368159895778,1
verre,0.40518636553095005,0.7661429528646001,0.9456577611434903,1
metal,0.17035935211279768,0.0,0.9132010040666835,1
papier,0.1449500703470325,0.11002845986154715,0.25010941699398453,0
papier,0.1250400095586646,0.12332149912167632,0.18311782768099893,1
organique,0.06666505764818262,0.017786551265382484,0.0,0
metal,0.15752232817504286,0.0,0.934636137755843,1
