"Nouveau","Ancien","SHA256"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_361.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard383.jpg","C3BC0AC0A346864525D4C75F9E6EDB426E935659D5E70D3598FDA0123B07D761"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_374.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard73.jpg","CD081EEF211499354CC78174839D030BEC4F76C196B794A4DBCACCDC0DDE324A"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_375.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard356.jpg","38014677D0CA639B0C8A5EC235B9F7B7987CC95A77764C7DBCD5955F936B5F3E"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_378.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard129.jpg","C2AE83DC97726813EE11ABA8F734474448BAFAA3816AFB15EBFFDE35DE7980F7"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_380.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard5.jpg","3A1BCBD1887B7C525CC5B1A4BF2007E221F32F17FDDB6E7557DA7A9B9194AD76"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_381.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard17.jpg","39385C062633523815827CDF6687D430BD880A937D7CA2FFC08EF11DD6BCDC35"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_384.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard29.jpg","A90C9F2EE92075B333D024F9A63148B59FA4EA79C7BDFC4EB8E80C4BDA89B9AD"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_388.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard257.jpg","6A9B724D039AEFA9C1FF60BA61BB773CB30BBB79C230F133B0817627D07AEE44"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_40.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\test\cardboard\cardboard112.jpg","6E6F1D82B3B218EF2C6376BF266EFA908814C54FD0B2A44C5C600FFFF5596079"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_402.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard41.jpg","0AAF69CB9229AC6D01D5E9D12C2E64018BEB1FA0906C98B07004B4EBBAF748C3"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_403.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard91.jpg","D856FD4588CE3E9B629C6791FA95B6E4D6D8BD6747B79BB83101011284A60268"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_404.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard297.jpg","F454B259A11B7DB3B7D4BA33326701249285C39369AE48602F9A91BF98140749"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_405.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard351.jpg","D1EA540AE48743C2D49EEB92A92F1A9DD42719F7CA461BE64C29FFE7FFF05462"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_41.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard64.jpg","FB6C8D912B1D12F2E09CB5BD597C48F3DF78E7033A14E1F8C087ABC28B3E3CA0"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_410.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard285.jpg","7D3CCB8EB0125ED7AFA1F558D227B1C7849CD075DC9DBF10752C7021BDAF9DC7"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_413.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard303.jpg","0D8E4333A63DD90E6312ACB99840D7EA42C0AE632B9CC269703235A6AFCD445F"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_417.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard7.jpg","D52A5C162CAD2B925BA37E49FEE6644008F70C341B286C178127C4424CA1C04B"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_424.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard252.jpg","EAD1CFB68DA63FF271DF2470E15394502BCBF1B65B13F55EA66447077895BD4A"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_429.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard136.jpg","8BC75C6725F0E9588BA990ED5E5F1BCA9DA5259EB8E31BE0D11BA35AFB18412E"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_431.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard99.jpg","244FD7B2518017BF260F2E3A251E8ADBA9B1150DD0E1C0B479B16F889227DA87"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_434.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard336.jpg","BA24F78E408489720C9F0410D406AB49FE66379E6C4A09B7A554266DB50B632A"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_436.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\test\cardboard\cardboard377.jpg","836403B50CF91C009D42C3E64EF132A4799C2808A43CE155549E4DC57CDFE446"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_44.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard26.jpg","9A5CA9E612F1A627A4CC86DC025AED499E9C7219BF184684058C021B3ECD7971"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_440.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard344.jpg","29717507E973BBDD88947EF1E867F2FF29DFC65E15287CBECAE1A9440C7B25A5"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_446.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard349.jpg","163AA7DCC4A05BBAB15C462392B9806B5A064AB1C606EA103C96262F044658CE"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_449.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard56.jpg","287FF00FF0F172099B74B41526C880CBAA6BEC85B065C6B0C82D677E1294B796"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_452.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard341.jpg","8D78685AFA2D683C03A94711F9D0F6292E4DEED5ABDCD0BA7B3F5582FE601D6A"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_458.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard57.jpg","42ECA9D4F3D04039B1FDA9F02B359DFD5399D91C4E1DE7A194B577E484603356"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_459.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard398.jpg","6AF4835C742A0137982A6C33B705D0C75FFAC42D5E9D11D2DEBC439E2C3B2A58"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_465.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard236.jpg","ACB9A6C78AA943B8A65DBDD1A86494A863639240370BDF43450BF9DE07EE6624"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_466.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard164.jpg","446A1F224747B2056F5FE0BF50903519608E559FD1CE7ECAD8AAF3AD7077BD97"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_471.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard45.jpg","FE35730EB2AE0AA2006DFB74E6C6F46EBDAE0190241E4CE14225D8D205816C9B"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_475.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard103.jpg","DF9C4036AA2BF59A9C833B02FCEF925A767866751DCA3B169E71054438DEF7AE"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_478.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard55.jpg","8BD1AABEDD29051527B25EAA4F3163B6C4B06AF66D14DA23412A8916F6C28591"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_48.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard390.jpg","44474BF3FEFD8DD4D0CBE096A918F7EB5CB8C54EFE0D35E0F5EF1CC9FDB84635"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_482.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard362.jpg","5F198438EA3A1D93C5EF87BE3F09879E0041B065F6C72FFE533650910741B5BC"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_485.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard198.jpg","D348D8B5C733BBC3FE31C40BCF57999EEDFBFD6AEE6184B73D33F1E0D62A3B9C"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_486.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard319.jpg","B65499A31B3227A11CF6ED1143C12D54DDD51424F4B2906BB38AD76D26DEC885"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_493.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard42.jpg","A1EBA714981782A0B9E1543FA7FE9AE42DEEDC294D1C9D8F8D494FCD95B1EBFE"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_494.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard38.jpg","9BA6B8511BC5667D6DC5F313E103E1CE76C4E20BB0FD7E1129DFA90FE05A98C2"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_497.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard272.jpg","2E4F22B829C7EE7EA58F2245F11B3AD1424F773314C89CF3925880BA03C9B6B8"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_5.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\test\cardboard\cardboard170.jpg","9923220494B8E731421962EA59DD0EB4FF4BA9E0339C85C2FA4C91E61F2634FC"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_500.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard246.jpg","82A332A37E0B03C24482B8478781ED1467EE7843BF807CAB5165242D823D98F8"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_503.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard51.jpg","780465492648DCBDEC9E5FD35752FB9541501AE94BB9D10027D37552D4D90407"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_51.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\test\cardboard\cardboard76.jpg","21611CF22ABE1189B1EF40C04F9794BAE470937977BBA35527AF7270CD596F2B"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_510.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\test\cardboard\cardboard389.jpg","A89C0CEBB6F211B3DA34D56832082E6BF3A1D03D0ABB8D7B043A937E37ECCBE1"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_515.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard134.jpg","9720C0BA08FCDF017CEB7B92191F3F6BA6CD05C8CC27B79ACCC183DFCD8F686D"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_52.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard203.jpg","21FCA9F2141321B5856DD917EF588B9C60DD431E6435169D6120E4DAC61C820D"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_522.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\test\cardboard\cardboard85.jpg","C7497D10F2FB86D28E0CEBBCECF9E8D8A971B5F932A8F9DFF8B4F484962DBF4D"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_525.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard79.jpg","B5DF0D59EE6A777B7D7D503802EAA1BFD97C4FA1C7238DAC4FB2280CD472CC37"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_532.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard111.jpg","6E3A26FD8D05780BAF6107B104A2D077F4046FE5CDA9F00AA12C8A34630DBD0E"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_533.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard229.jpg","2AD343008C70F6944BFA9C17E20D739957622803E62C54B9CCC0E27BBF4AB3B2"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_538.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\test\cardboard\cardboard211.jpg","9AA6CF0E9A86DE7A3CE785CDA8DCEDF23539392A690E37D504AFD0504596BF95"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_551.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard124.jpg","ABB69D945DBC094FF1BC3106DEA049B049DB52D5F2C840BEDCCBCE030B4E5271"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_56.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard100.jpg","13277FA7AE788F6F342A7D41ADA36D4ADCD20C58E504F2302B619F3B79087B92"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_564.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard327.jpg","CF3CA7021AF61D06C5BAF94E3974ACD09DF0F7AC5168C588F89B094DBEBE8167"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_567.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard46.jpg","774D6C72B77FAFE3E1CAAC78568ED0A24449CDB72A96A2430ECC8C5C8377884E"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_572.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard181.jpg","4DEAD5453EE522CD3BF8DCDB0D1808CDDB659DFDD00EC9014B5055F0FEC088F0"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_58.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard71.jpg","DA5C633EF062700959779E2480F0BF45CD529517BA984BDF85E4E28BB1A39359"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_585.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard193.jpg","121F732624EF127B41164313832909F2FB582583F035112C8232BC421E29A5B0"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_587.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard173.jpg","D886F1CB47CD1C4E22BBD89C058932961E1E872BE7540F2E7CCA1A5F2FB289B8"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_590.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard21.jpg","D701FAF2B056316B6198B2E5E07030B2308E8474D4CF30E9543728591F2ACBDA"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_592.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard385.jpg","BD87374325ED92AF0909D2B2C17CF82E485E4ACE9D810EC3720A0C11A2C2B18A"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_602.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard77.jpg","1898227EB225DA726A809BDC5EDC4B26F3251B93C445161E96FF80508650F25C"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_604.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard381.jpg","5D14A1BEA6909C3AB86F976D03263861E93910596A2E9B995836546E516625D4"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_606.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard287.jpg","0FB29FAB42BCE798A7D4731BA232ACFC60F96096C5BEB59160714EE1AB8E7C0D"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_607.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\test\cardboard\cardboard110.jpg","B4618EC2441A57414E3080C66E35137EE240AA6588342F61B98FF55A2920B923"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_608.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard63.jpg","B225FEFCC1067D4C489A0CC77E91ADDE71AA89D32472680B2D54498A36C70188"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_610.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard270.jpg","F99E6CD788B810361482E608903B05CDFDBA27137A85413A3725164635CCCB8D"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_618.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\test\cardboard\cardboard88.jpg","5995ADF9C82EC8E6D03320F8FE0C7FDD2AEA46DBF82358C165762773115F01CD"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_623.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard354.jpg","E77D22B4F9E1FB34F7F288B59B260B76ADA6D73CB1764D5A62208E981C6A2A6A"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_624.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard70.jpg","34AFF6ECDB35BADCDF43D49DD388103E0E17102DCB97F649A5F71FD5D6F0175B"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_629.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard324.jpg","79B166CE55A07D1694D143CFABC6E07DD817C4541C85B079D80AC0819B29FBFD"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_632.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard107.jpg","F684A75B78C3B036EF269AE3065DC465B3EBEE2816AAFB2C1C33CA2F97E035B4"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_636.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard161.jpg","5D2E969D3A067CF79834DA828870E513A0E99428C6DE513F14586C5D47A297DE"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_643.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard262.jpg","EBAD65ECB19E65BC941D49F37841C5BB5A812DB7AC76E356DBC0AF178374A1C2"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_644.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard4.jpg","C383C12C7625BA8F8C90B16B346F8D250315B76554B7C6932E9DB48CF162485A"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_647.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\test\cardboard\cardboard6.jpg","3B0A8C4F56F40C65C2803095CB0E749C96F1FBDA615FF23EEC4FCA0C0F8E1769"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_648.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard33.jpg","7EE288C8FFAF785AA8CA468ED3688FFD0524B26BCF3409692AC74E6FA92E1CDD"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_649.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard19.jpg","7B87232D430DE1F8E8B17559075F03B73EE2EB550D6C61544281D57657740034"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_651.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard104.jpg","8C5FC72FB93EFEB74D912C8EAD8DFDE62894AABD5AA5CEB67CB261D7EFA13E09"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_654.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\test\cardboard\cardboard350.jpg","C4154176338A6AF396600A1FE62CE65B31452EE01BA4F35F907F744F25D61E0B"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_655.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard184.jpg","D46CB1DF29467B1AB46333D2A838225AA1F40AF0164C54BA97630DF53C926ED9"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_659.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard309.jpg","8EADAE8CDF1CB45D4755B05571D5400EF4D2DAF6297D4D6A55ECA9E4FC01B802"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_665.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard279.jpg","90CC4F1FA51B32BB82637B946EF03A11152AC9C6A4348F4DC3EB5B2EEC7F203F"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_666.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard218.jpg","189F3C6C3C086D1C64A557BE1206C99C7867C49CB890AC9E3890F8C4B5A64546"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_667.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard62.jpg","D8B0F41DFE01BEABE7BF3C0A7CF6E6E984E4A16E5CE5455AA6A0869FBF3018A3"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_668.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard179.jpg","BE36636033D78B61DDBBBDECCCFCB0537380E04EB84121289268018FB0827B9C"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_669.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard93.jpg","082481ED884286C4380D107D5C20EC264AD27808210A960F2D7FE1ACBFAEB2CA"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_67.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard191.jpg","2B82E19CB55B982D291C8838F84C7E4D3639013727FC814FE4AA7589F20FADAD"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_670.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard152.jpg","B740093EB803B7CB8CFB25CF27D1F30BFA9D38FB67794A20B76E5BF7A1F0B32E"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_671.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard165.jpg","2E89F7E3C69E7520D2897FB65AE91E05969FA3E51B16F1EAB01D1277EDAA6A7D"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_675.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard304.jpg","AD9125050E6D448CE7ACC3DB28B7A0FF3B8C05438276D1752608FE83E09E174E"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_679.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard83.jpg","8D072E685D5097DCDF845C3A22E7464934634F9C359D33520812426ACAA74790"
